route_class,passenger_load,service_profile,shortage_score,trolley_availability,catering_complexity,turnaround_pressure,item_criticality,inventory_category,latent_required_units,latent_available_units,shortage_gap,risk_level,affected_service_area,action_class
short_haul,70,business_priority,7.89,0.68,5.75,3.17,5.81,mixed_service,32.29,36.8,0.0,ELEVATED,premium_cabin,top_up_before_arrival
long_haul,136,standard,0.22,0.35,9.01,3.63,3.14,duty_free,41.87,20.69,21.18,HIGH,duty_free,replace_trolley_set
short_haul,206,standard,3.26,0.65,3.24,6.03,7.99,duty_free,36.13,31.72,4.41,HIGH,duty_free,top_up_before_arrival
medium_haul,162,standard,1.18,0.35,5.08,6.76,7.68,mixed_service,36.92,18.92,18.0,HIGH,standard_service,replace_trolley_set
short_haul,214,high_turnover,3.07,0.82,5.35,8.18,7.33,wheelchair_kit,37.76,34.18,3.57,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,88,standard,3.33,1.0,9.15,7.56,1.53,mixed_service,42.54,39.82,2.72,LOW,long_haul_service,monitor_only
long_haul,143,late_rotation,1.21,0.47,9.39,5.34,1.53,wheelchair_kit,39.86,16.25,23.61,HIGH,wheelchair_kit,replace_trolley_set
short_haul,76,business_priority,7.07,0.81,2.48,7.22,9.45,beverage,29.05,35.22,0.0,LOW,beverage,monitor_only
short_haul,106,late_rotation,4.76,0.62,7.92,6.51,9.25,mixed_service,36.78,20.18,16.6,HIGH,standard_service,top_up_before_arrival
long_haul,149,business_priority,8.23,0.38,4.28,5.93,2.27,meal,50.84,18.21,32.62,HIGH,meal,replace_trolley_set
short_haul,143,high_turnover,6.73,0.92,3.74,8.28,6.83,duty_free,36.1,34.88,1.21,HIGH,duty_free,replace_trolley_set
medium_haul,151,standard,1.47,0.45,7.78,9.01,9.34,wheelchair_kit,36.33,15.85,20.48,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,147,standard,6.26,0.44,6.37,6.42,8.77,meal,46.23,21.98,24.25,HIGH,meal,replace_trolley_set
short_haul,212,standard,6.22,0.47,4.35,2.53,2.57,wheelchair_kit,32.92,30.91,2.0,ELEVATED,wheelchair_kit,monitor_only
medium_haul,88,late_rotation,2.88,0.85,7.28,9.33,5.78,mixed_service,34.6,31.56,3.04,HIGH,standard_service,top_up_before_arrival
long_haul,109,late_rotation,0.24,0.44,8.63,7.4,2.87,beverage,43.17,18.08,25.09,HIGH,beverage,replace_trolley_set
long_haul,136,business_priority,8.18,0.28,3.01,2.68,2.7,meal,47.63,21.2,26.44,HIGH,meal,replace_trolley_set
short_haul,179,business_priority,7.45,0.37,2.18,5.56,1.9,duty_free,34.86,15.13,19.73,HIGH,duty_free,replace_trolley_set
medium_haul,172,business_priority,3.94,0.68,4.58,1.53,4.4,meal,46.22,46.44,0.0,LOW,meal,monitor_only
medium_haul,127,business_priority,3.71,0.35,1.46,8.86,7.02,duty_free,30.71,11.14,19.56,HIGH,duty_free,replace_trolley_set
short_haul,82,business_priority,3.17,0.81,5.24,8.48,3.28,mixed_service,28.4,33.39,0.0,ELEVATED,premium_cabin,top_up_before_arrival
short_haul,160,standard,6.47,0.61,3.29,4.74,7.33,meal,36.36,32.57,3.79,ELEVATED,meal,top_up_before_arrival
short_haul,209,late_rotation,3.93,0.95,3.88,6.92,7.67,wheelchair_kit,35.69,41.06,0.0,LOW,wheelchair_kit,monitor_only
short_haul,119,business_priority,9.38,0.8,4.72,8.68,7.21,mixed_service,35.01,34.92,0.09,ELEVATED,premium_cabin,top_up_before_arrival
long_haul,136,standard,8.64,0.94,7.09,1.18,3.08,meal,52.18,48.82,3.36,LOW,meal,monitor_only
medium_haul,208,high_turnover,3.84,0.83,4.78,6.37,1.71,duty_free,37.52,38.91,0.0,ELEVATED,duty_free,monitor_only
long_haul,161,standard,8.07,0.27,7.22,4.15,7.85,wheelchair_kit,49.87,16.05,33.82,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,201,standard,8.6,0.7,2.69,7.12,2.17,wheelchair_kit,35.62,36.41,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,79,business_priority,6.38,0.37,5.15,2.66,8.51,meal,40.93,23.56,17.37,HIGH,meal,top_up_before_arrival
short_haul,197,standard,6.2,0.59,7.87,4.04,5.66,beverage,46.39,31.68,14.71,LOW,beverage,monitor_only
short_haul,160,business_priority,7.6,0.59,8.02,1.1,3.09,wheelchair_kit,36.1,35.83,0.27,LOW,wheelchair_kit,monitor_only
medium_haul,72,late_rotation,1.92,0.36,6.84,4.18,3.12,duty_free,28.56,20.5,8.07,ELEVATED,duty_free,top_up_before_arrival
medium_haul,157,standard,6.54,0.49,7.89,7.4,7.35,beverage,45.92,24.0,21.92,HIGH,beverage,replace_trolley_set
short_haul,148,business_priority,8.9,0.33,6.41,5.11,4.03,duty_free,36.62,20.67,15.95,HIGH,duty_free,replace_trolley_set
short_haul,172,high_turnover,5.83,0.75,4.98,9.18,9.47,meal,39.93,30.93,9.0,HIGH,meal,replace_trolley_set
long_haul,139,standard,9.01,0.54,9.06,8.25,7.78,mixed_service,50.81,18.06,32.75,HIGH,long_haul_service,replace_trolley_set
medium_haul,136,standard,1.59,0.83,3.09,7.7,2.28,beverage,30.64,34.87,0.0,LOW,beverage,monitor_only
short_haul,181,high_turnover,0.28,0.47,6.95,3.44,9.37,wheelchair_kit,34.27,23.55,10.72,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,104,standard,3.38,0.52,1.81,8.59,5.53,meal,34.49,19.77,14.71,HIGH,meal,replace_trolley_set
medium_haul,156,high_turnover,2.46,0.76,6.9,6.24,8.44,beverage,42.56,35.93,6.63,ELEVATED,beverage,top_up_before_arrival
medium_haul,100,business_priority,8.23,0.91,8.89,9.37,1.59,wheelchair_kit,35.56,30.07,5.49,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,208,high_turnover,7.08,0.44,8.17,2.71,2.78,beverage,44.23,30.5,13.73,ELEVATED,beverage,top_up_before_arrival
short_haul,214,high_turnover,7.36,0.99,3.27,2.82,5.01,beverage,37.45,52.79,0.0,LOW,beverage,monitor_only
medium_haul,127,business_priority,5.41,0.61,5.23,3.36,3.54,meal,43.3,38.64,4.66,ELEVATED,meal,monitor_only
short_haul,193,standard,9.06,0.44,7.86,9.07,8.03,mixed_service,42.0,17.28,24.71,HIGH,standard_service,replace_trolley_set
short_haul,132,business_priority,2.42,0.8,8.83,7.3,3.64,beverage,35.67,38.79,0.0,ELEVATED,beverage,top_up_before_arrival
short_haul,119,high_turnover,0.62,0.65,1.67,5.82,7.79,meal,29.24,31.44,0.0,ELEVATED,meal,top_up_before_arrival
medium_haul,169,high_turnover,4.74,0.44,3.23,7.13,8.29,duty_free,36.84,18.17,18.67,ELEVATED,duty_free,top_up_before_arrival
medium_haul,113,late_rotation,8.98,0.64,1.97,3.77,7.53,wheelchair_kit,31.79,38.54,0.0,LOW,wheelchair_kit,monitor_only
long_haul,181,late_rotation,5.54,0.35,9.35,9.0,1.77,beverage,51.25,1.22,50.03,HIGH,beverage,replace_trolley_set
short_haul,109,business_priority,9.24,0.98,1.61,5.05,7.76,wheelchair_kit,28.33,39.29,0.0,LOW,wheelchair_kit,monitor_only
short_haul,129,standard,3.65,0.92,4.79,1.22,7.53,mixed_service,29.23,53.08,0.0,LOW,standard_service,monitor_only
medium_haul,123,late_rotation,2.99,0.98,3.19,1.55,7.98,beverage,38.12,47.28,0.0,LOW,beverage,monitor_only
medium_haul,127,late_rotation,4.15,0.77,8.98,4.47,6.86,wheelchair_kit,35.14,30.46,4.67,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,113,high_turnover,8.87,0.97,4.57,5.79,5.46,meal,38.07,40.29,0.0,ELEVATED,meal,monitor_only
short_haul,100,late_rotation,0.75,0.72,5.23,2.47,3.44,mixed_service,25.63,36.67,0.0,ELEVATED,standard_service,top_up_before_arrival
short_haul,132,business_priority,9.57,0.71,3.75,8.85,5.11,meal,41.97,27.98,13.99,HIGH,meal,replace_trolley_set
short_haul,156,standard,6.2,0.69,3.16,7.63,1.84,wheelchair_kit,26.85,31.29,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,204,late_rotation,7.07,0.66,3.75,8.14,6.41,meal,43.26,25.94,17.32,HIGH,meal,replace_trolley_set
medium_haul,81,late_rotation,9.75,0.37,3.43,4.2,7.84,wheelchair_kit,31.29,16.2,15.09,HIGH,wheelchair_kit,replace_trolley_set
short_haul,148,high_turnover,0.9,0.33,7.88,4.62,4.89,beverage,34.19,20.75,13.44,HIGH,beverage,top_up_before_arrival
medium_haul,212,standard,4.86,0.86,8.15,4.08,3.59,mixed_service,43.65,40.24,3.4,LOW,standard_service,monitor_only
short_haul,139,high_turnover,4.0,0.34,7.09,2.13,6.82,meal,40.16,25.46,14.71,ELEVATED,meal,top_up_before_arrival
medium_haul,91,late_rotation,7.85,0.94,4.4,3.56,1.54,wheelchair_kit,24.06,43.27,0.0,LOW,wheelchair_kit,monitor_only
long_haul,196,late_rotation,4.11,0.64,7.5,2.88,2.08,wheelchair_kit,41.5,32.17,9.33,LOW,wheelchair_kit,monitor_only
short_haul,122,standard,6.81,0.93,1.14,7.56,7.97,beverage,33.15,32.5,0.65,ELEVATED,beverage,top_up_before_arrival
short_haul,211,standard,8.65,0.7,4.66,2.75,9.24,wheelchair_kit,35.78,35.5,0.28,LOW,wheelchair_kit,monitor_only
short_haul,98,high_turnover,5.88,0.37,7.52,4.94,7.07,wheelchair_kit,28.2,17.79,10.41,HIGH,wheelchair_kit,replace_trolley_set
short_haul,73,high_turnover,9.44,0.76,6.72,2.65,8.68,wheelchair_kit,27.9,44.3,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,191,business_priority,5.66,0.67,5.27,6.23,2.2,mixed_service,42.72,36.34,6.38,ELEVATED,premium_cabin,top_up_before_arrival
long_haul,207,standard,6.08,0.41,2.63,8.25,2.18,beverage,43.78,16.58,27.21,HIGH,beverage,replace_trolley_set
long_haul,104,standard,8.39,0.5,4.08,3.53,7.3,mixed_service,41.69,31.3,10.4,HIGH,long_haul_service,replace_trolley_set
short_haul,183,business_priority,6.64,0.66,2.93,8.95,9.42,wheelchair_kit,32.64,23.63,9.01,HIGH,wheelchair_kit,replace_trolley_set
long_haul,213,business_priority,4.44,0.27,3.4,2.63,3.82,meal,52.65,23.17,29.48,HIGH,meal,replace_trolley_set
short_haul,142,standard,4.98,0.45,8.79,4.37,1.14,wheelchair_kit,29.98,23.97,6.01,LOW,wheelchair_kit,monitor_only
short_haul,88,high_turnover,9.41,0.52,1.73,2.93,3.67,mixed_service,27.51,30.95,0.0,ELEVATED,standard_service,monitor_only
short_haul,70,high_turnover,1.07,0.3,7.51,6.38,1.19,wheelchair_kit,23.59,13.92,9.67,HIGH,wheelchair_kit,replace_trolley_set
short_haul,130,late_rotation,4.58,0.79,8.98,8.27,1.67,mixed_service,34.7,25.75,8.95,HIGH,standard_service,replace_trolley_set
short_haul,168,late_rotation,7.91,0.6,8.86,1.58,7.61,duty_free,38.3,31.47,6.83,LOW,duty_free,monitor_only
short_haul,165,high_turnover,8.41,0.39,8.95,6.48,4.47,mixed_service,40.19,13.14,27.05,HIGH,standard_service,replace_trolley_set
long_haul,145,late_rotation,7.2,0.64,1.38,3.75,5.69,wheelchair_kit,38.23,26.48,11.75,HIGH,wheelchair_kit,top_up_before_arrival
short_haul,86,high_turnover,8.96,0.48,5.18,6.59,5.21,beverage,30.37,17.97,12.4,HIGH,beverage,replace_trolley_set
long_haul,161,business_priority,1.52,1.0,9.19,5.95,7.9,meal,56.66,50.56,6.1,LOW,meal,monitor_only
long_haul,113,business_priority,9.3,0.44,9.14,3.16,1.1,mixed_service,46.43,24.19,22.25,HIGH,premium_cabin,top_up_before_arrival
short_haul,121,business_priority,9.05,0.8,2.01,8.55,3.21,mixed_service,27.32,31.73,0.0,HIGH,premium_cabin,top_up_before_arrival
short_haul,197,late_rotation,1.87,0.72,5.63,2.47,6.41,mixed_service,36.9,31.96,4.95,HIGH,standard_service,replace_trolley_set
medium_haul,113,high_turnover,7.17,0.28,8.7,2.3,6.02,duty_free,39.26,23.37,15.89,ELEVATED,duty_free,top_up_before_arrival
short_haul,87,late_rotation,0.23,0.92,1.29,4.62,4.16,mixed_service,18.69,31.71,0.0,ELEVATED,standard_service,monitor_only
medium_haul,109,standard,1.78,0.85,2.83,3.79,5.78,beverage,33.36,42.5,0.0,LOW,beverage,monitor_only
short_haul,159,business_priority,3.57,0.55,1.31,1.99,4.05,duty_free,29.32,34.59,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,99,business_priority,7.89,0.74,6.98,7.5,2.27,duty_free,29.43,30.47,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,163,standard,3.05,0.65,6.94,4.33,1.51,duty_free,29.71,30.41,0.0,LOW,duty_free,monitor_only
medium_haul,184,high_turnover,6.91,0.72,3.92,2.76,3.36,duty_free,37.9,40.21,0.0,LOW,duty_free,monitor_only
long_haul,165,standard,2.34,0.36,7.16,4.0,6.68,mixed_service,44.38,22.63,21.75,HIGH,long_haul_service,replace_trolley_set
short_haul,193,business_priority,7.05,0.74,4.4,6.71,6.28,meal,45.85,30.63,15.22,HIGH,meal,replace_trolley_set
medium_haul,197,standard,0.95,0.39,5.2,5.37,8.04,wheelchair_kit,38.72,22.87,15.84,HIGH,wheelchair_kit,top_up_before_arrival
short_haul,154,standard,8.28,0.96,4.81,1.57,7.23,mixed_service,34.79,55.16,0.0,LOW,standard_service,monitor_only
long_haul,167,high_turnover,1.62,0.77,1.24,7.84,8.71,beverage,43.7,35.29,8.41,HIGH,beverage,replace_trolley_set
short_haul,181,late_rotation,3.95,0.75,7.69,3.42,3.77,duty_free,36.23,39.28,0.0,LOW,duty_free,monitor_only
medium_haul,78,late_rotation,2.32,0.64,6.24,6.42,3.64,wheelchair_kit,27.27,22.7,4.57,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,130,business_priority,8.65,0.85,3.06,8.81,6.43,duty_free,37.8,37.8,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,148,standard,6.89,0.43,1.29,1.74,3.48,meal,37.34,29.16,8.18,ELEVATED,meal,top_up_before_arrival
long_haul,146,standard,2.41,0.27,1.95,4.4,1.88,duty_free,33.17,21.68,11.5,HIGH,duty_free,replace_trolley_set
medium_haul,217,standard,1.95,0.37,8.1,7.75,5.54,meal,49.29,9.5,39.78,HIGH,meal,replace_trolley_set
medium_haul,84,late_rotation,0.98,0.96,3.79,3.98,5.55,wheelchair_kit,21.3,48.5,0.0,LOW,wheelchair_kit,monitor_only
short_haul,130,late_rotation,5.95,0.48,4.84,7.88,6.9,beverage,34.27,12.57,21.7,HIGH,beverage,replace_trolley_set
long_haul,165,late_rotation,9.1,0.89,6.55,5.35,4.33,beverage,51.35,38.53,12.82,HIGH,beverage,top_up_before_arrival
long_haul,87,late_rotation,3.33,0.91,2.5,3.45,6.22,wheelchair_kit,33.04,44.93,0.0,LOW,wheelchair_kit,monitor_only
short_haul,191,business_priority,7.8,0.92,3.69,8.46,2.77,duty_free,33.21,35.88,0.0,LOW,duty_free,monitor_only
short_haul,166,high_turnover,0.41,0.68,4.32,5.73,8.73,mixed_service,34.29,30.19,4.09,HIGH,standard_service,replace_trolley_set
short_haul,75,high_turnover,7.48,0.53,6.12,4.0,7.49,duty_free,32.08,30.51,1.57,LOW,duty_free,monitor_only
short_haul,80,late_rotation,8.08,0.44,4.4,9.42,6.76,beverage,30.58,15.83,14.75,HIGH,beverage,replace_trolley_set
short_haul,160,high_turnover,6.77,0.72,2.92,2.16,1.2,meal,34.91,40.48,0.0,ELEVATED,meal,monitor_only
long_haul,75,high_turnover,3.24,0.29,7.57,6.12,6.0,beverage,43.95,19.06,24.89,HIGH,beverage,replace_trolley_set
short_haul,81,business_priority,8.68,0.27,3.73,3.1,8.96,wheelchair_kit,26.52,19.29,7.23,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,118,high_turnover,7.72,0.49,7.74,2.36,1.94,meal,49.62,29.31,20.31,ELEVATED,meal,top_up_before_arrival
short_haul,179,high_turnover,3.93,0.95,4.71,5.0,5.02,beverage,33.69,43.16,0.0,LOW,beverage,monitor_only
medium_haul,134,high_turnover,8.47,0.84,2.42,8.62,6.29,duty_free,34.45,24.79,9.66,HIGH,duty_free,replace_trolley_set
short_haul,139,late_rotation,8.44,0.82,8.1,1.47,8.91,duty_free,36.72,43.66,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,114,business_priority,1.04,0.74,5.94,5.56,4.6,meal,35.05,33.94,1.12,ELEVATED,meal,top_up_before_arrival
long_haul,115,standard,9.42,0.81,6.67,2.85,8.3,beverage,51.15,43.13,8.02,LOW,beverage,monitor_only
medium_haul,73,standard,7.13,0.45,6.5,8.42,2.31,wheelchair_kit,27.58,14.57,13.01,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,168,late_rotation,8.56,0.6,2.38,5.41,6.22,meal,43.06,25.8,17.27,HIGH,meal,replace_trolley_set
short_haul,179,business_priority,4.13,0.5,9.46,1.56,3.67,wheelchair_kit,36.93,34.37,2.56,LOW,wheelchair_kit,monitor_only
short_haul,131,business_priority,6.85,0.89,8.62,1.67,8.29,meal,43.33,44.05,0.0,ELEVATED,meal,top_up_before_arrival
long_haul,107,late_rotation,8.77,0.71,5.49,3.26,4.18,mixed_service,41.49,37.48,4.01,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,121,late_rotation,9.46,0.54,5.0,5.83,8.7,wheelchair_kit,32.22,21.71,10.51,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,89,standard,9.42,0.54,8.63,6.92,1.22,wheelchair_kit,29.9,26.45,3.45,LOW,wheelchair_kit,monitor_only
short_haul,86,standard,3.96,0.38,2.9,2.73,1.39,wheelchair_kit,19.31,26.38,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,176,late_rotation,2.7,0.82,6.88,1.8,8.65,meal,44.33,37.21,7.12,LOW,meal,monitor_only
medium_haul,152,high_turnover,5.02,0.41,7.32,9.38,5.71,meal,47.92,14.95,32.96,HIGH,meal,replace_trolley_set
medium_haul,182,high_turnover,4.51,0.87,6.62,1.63,5.77,beverage,44.43,49.12,0.0,LOW,beverage,monitor_only
short_haul,154,high_turnover,7.62,0.53,6.77,3.35,7.86,beverage,42.27,33.16,9.11,ELEVATED,beverage,top_up_before_arrival
short_haul,212,standard,4.59,0.58,6.86,3.86,8.36,wheelchair_kit,37.62,32.15,5.47,LOW,wheelchair_kit,monitor_only
short_haul,180,business_priority,6.88,0.46,4.79,8.79,8.61,duty_free,40.42,21.72,18.7,HIGH,duty_free,replace_trolley_set
short_haul,87,late_rotation,2.76,0.79,7.21,1.54,8.82,beverage,34.97,41.64,0.0,LOW,beverage,monitor_only
medium_haul,99,late_rotation,2.24,0.98,1.78,2.88,2.86,meal,30.63,42.77,0.0,LOW,meal,monitor_only
short_haul,103,standard,1.92,0.4,4.44,4.51,3.87,beverage,27.81,20.94,6.87,HIGH,beverage,top_up_before_arrival
medium_haul,177,high_turnover,4.37,0.43,3.55,1.57,3.62,beverage,41.1,29.86,11.24,ELEVATED,beverage,top_up_before_arrival
short_haul,145,standard,3.33,0.33,2.28,5.1,3.49,mixed_service,22.22,17.97,4.25,HIGH,standard_service,top_up_before_arrival
short_haul,174,late_rotation,0.82,0.51,6.08,5.26,2.79,meal,36.65,20.63,16.03,ELEVATED,meal,top_up_before_arrival
long_haul,107,high_turnover,9.21,0.32,6.62,7.25,7.8,wheelchair_kit,40.74,7.79,32.95,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,152,late_rotation,3.55,0.88,3.48,1.89,5.56,wheelchair_kit,35.42,42.18,0.0,LOW,wheelchair_kit,monitor_only
short_haul,79,business_priority,9.7,0.37,6.21,5.56,7.52,mixed_service,35.32,15.49,19.83,HIGH,premium_cabin,replace_trolley_set
short_haul,150,high_turnover,9.44,0.68,5.72,2.12,8.33,wheelchair_kit,36.48,38.82,0.0,LOW,wheelchair_kit,monitor_only
short_haul,102,high_turnover,5.95,0.5,5.95,1.87,6.96,beverage,36.51,31.53,4.97,LOW,beverage,monitor_only
short_haul,98,high_turnover,7.11,0.36,9.13,2.99,2.24,mixed_service,31.47,23.6,7.87,HIGH,standard_service,replace_trolley_set
short_haul,152,high_turnover,7.76,0.96,2.99,1.79,1.42,duty_free,28.59,50.62,0.0,LOW,duty_free,monitor_only
medium_haul,160,high_turnover,3.54,0.69,3.55,1.14,9.42,wheelchair_kit,36.46,41.43,0.0,LOW,wheelchair_kit,monitor_only
short_haul,81,business_priority,6.13,0.38,7.99,4.16,8.02,wheelchair_kit,24.94,18.62,6.32,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,74,late_rotation,0.44,0.76,6.62,1.83,7.4,beverage,30.35,41.28,0.0,LOW,beverage,monitor_only
short_haul,76,business_priority,1.78,0.48,7.87,8.73,5.55,meal,33.33,19.18,14.14,HIGH,meal,replace_trolley_set
short_haul,155,high_turnover,3.18,0.97,6.73,4.28,3.29,meal,37.57,51.53,0.0,LOW,meal,monitor_only
medium_haul,89,late_rotation,3.82,0.72,8.1,2.74,7.36,beverage,37.87,37.66,0.22,LOW,beverage,monitor_only
long_haul,102,standard,6.42,0.37,2.9,1.92,7.37,beverage,43.15,24.51,18.64,HIGH,beverage,replace_trolley_set
medium_haul,154,business_priority,6.46,0.96,2.5,9.3,5.67,mixed_service,37.95,32.9,5.06,ELEVATED,premium_cabin,top_up_before_arrival
short_haul,197,standard,1.75,0.89,5.36,2.42,1.84,beverage,35.73,48.06,0.0,LOW,beverage,monitor_only
medium_haul,156,late_rotation,9.06,0.62,2.25,9.45,3.21,duty_free,35.88,25.85,10.03,ELEVATED,duty_free,monitor_only
medium_haul,165,standard,4.19,0.47,5.48,6.88,1.58,duty_free,35.41,23.01,12.4,ELEVATED,duty_free,top_up_before_arrival
medium_haul,81,business_priority,7.46,0.75,7.75,5.92,1.27,beverage,33.61,36.48,0.0,ELEVATED,beverage,top_up_before_arrival
short_haul,113,business_priority,6.91,0.6,4.63,8.84,8.41,mixed_service,31.82,24.28,7.54,HIGH,premium_cabin,replace_trolley_set
medium_haul,90,standard,9.34,0.92,1.49,4.59,2.37,wheelchair_kit,25.61,43.04,0.0,LOW,wheelchair_kit,monitor_only
short_haul,81,high_turnover,3.73,0.7,5.27,2.99,4.77,meal,30.92,40.3,0.0,LOW,meal,monitor_only
short_haul,136,standard,4.91,0.55,1.47,8.54,2.82,meal,29.13,23.36,5.77,HIGH,meal,replace_trolley_set
short_haul,135,late_rotation,7.02,0.58,8.61,8.47,3.44,wheelchair_kit,31.41,13.06,18.36,HIGH,wheelchair_kit,replace_trolley_set
long_haul,165,late_rotation,6.13,0.41,1.69,8.6,3.42,meal,46.1,13.81,32.29,HIGH,meal,replace_trolley_set
long_haul,86,standard,6.95,0.91,1.06,4.37,4.82,wheelchair_kit,33.19,40.63,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,190,high_turnover,5.67,0.79,2.49,8.98,1.98,meal,40.93,31.43,9.49,HIGH,meal,replace_trolley_set
long_haul,170,standard,9.66,0.3,8.73,9.14,1.83,duty_free,46.87,17.69,29.17,HIGH,duty_free,replace_trolley_set
long_haul,181,standard,2.2,0.28,6.52,6.04,7.82,mixed_service,47.71,13.51,34.2,HIGH,long_haul_service,replace_trolley_set
short_haul,144,standard,1.63,0.61,5.59,8.62,2.89,mixed_service,28.24,23.95,4.29,HIGH,standard_service,replace_trolley_set
short_haul,189,standard,4.75,0.55,9.01,4.32,2.95,duty_free,34.22,31.58,2.64,ELEVATED,duty_free,top_up_before_arrival
long_haul,131,standard,7.38,0.53,9.36,2.65,6.46,wheelchair_kit,48.89,32.93,15.95,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,139,high_turnover,8.9,0.98,7.43,6.56,1.7,meal,42.74,44.81,0.0,LOW,meal,monitor_only
short_haul,206,business_priority,8.11,0.3,1.75,3.58,3.9,meal,43.96,21.29,22.66,HIGH,meal,replace_trolley_set
long_haul,102,business_priority,8.68,0.31,8.75,6.8,1.6,meal,48.78,11.66,37.12,HIGH,meal,replace_trolley_set
long_haul,155,late_rotation,0.25,0.74,8.32,7.61,3.47,meal,49.94,24.43,25.52,HIGH,meal,replace_trolley_set
medium_haul,94,business_priority,2.05,0.98,8.28,6.38,6.32,mixed_service,36.79,46.18,0.0,LOW,premium_cabin,monitor_only
short_haul,155,business_priority,7.02,0.47,3.98,7.14,9.14,wheelchair_kit,36.4,16.67,19.73,HIGH,wheelchair_kit,replace_trolley_set
short_haul,101,standard,1.9,0.68,5.42,6.69,9.18,wheelchair_kit,27.49,38.27,0.0,ELEVATED,wheelchair_kit,monitor_only
short_haul,155,business_priority,9.65,0.32,9.5,7.42,8.96,mixed_service,43.55,15.73,27.81,HIGH,premium_cabin,replace_trolley_set
short_haul,81,standard,1.16,0.54,5.76,7.53,6.33,beverage,28.81,21.3,7.51,HIGH,beverage,replace_trolley_set
long_haul,108,business_priority,8.25,0.82,3.45,5.96,8.78,meal,48.93,36.05,12.88,ELEVATED,meal,top_up_before_arrival
long_haul,119,late_rotation,1.37,0.74,7.76,3.24,4.1,mixed_service,45.09,34.15,10.94,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,218,standard,7.81,0.8,3.79,6.74,7.9,duty_free,39.95,29.17,10.78,ELEVATED,duty_free,top_up_before_arrival
medium_haul,199,high_turnover,2.96,0.42,9.38,3.28,4.32,meal,49.22,22.4,26.82,ELEVATED,meal,top_up_before_arrival
short_haul,114,standard,0.5,0.82,7.73,7.83,3.5,mixed_service,28.31,34.98,0.0,LOW,standard_service,monitor_only
