passenger_load,arrival_delay,gate_congestion,malfunction_count,malfunction_severity,inventory_shortage,aircraft_type,route_class,assistance_request,refueling_required,weather_disturbance,maintenance_duration_proxy,catering_duration_proxy,cleaning_duration_proxy,boarding_duration_proxy,refueling_duration_proxy,dominant_bottleneck
134,7,8.27,1,3.1,4.3,B737-800,medium_haul,False,False,6.25,17.43,20.7,17.74,20.05,21.83,Refueling
218,28,0.52,0,0.42,3.79,B737-800,medium_haul,False,True,3.8,8.84,21.19,23.76,20.1,18.13,Cleaning
111,39,2.38,2,1.9,5.93,E195-E2,medium_haul,False,False,3.0,15.56,21.97,19.43,16.81,14.41,Catering
77,24,2.26,0,4.25,4.75,E195-E2,short_haul,True,True,5.15,19.1,18.08,14.9,17.91,18.65,Maintenance
105,39,4.5,3,4.7,4.18,B737-800,medium_haul,False,True,1.06,22.24,16.4,17.65,18.4,19.32,Maintenance
116,25,6.98,1,3.63,6.27,E195-E2,short_haul,False,True,6.49,20.19,22.06,18.58,18.47,22.21,Refueling
118,17,4.5,3,4.97,1.92,B737-800,short_haul,True,True,2.3,25.48,14.51,19.07,19.15,17.77,Maintenance
126,38,5.12,1,2.91,1.05,A320neo,long_haul,True,True,3.97,18.55,16.61,23.15,22.53,19.11,Cleaning
132,31,6.99,0,1.51,7.47,E195-E2,short_haul,False,True,7.67,15.95,23.03,20.65,19.82,23.96,Refueling
145,17,6.05,0,3.02,5.54,A320neo,medium_haul,False,False,4.8,17.54,22.35,19.06,18.11,15.75,Catering
81,8,4.29,2,5.27,2.23,B737-800,medium_haul,True,True,3.75,23.49,15.85,16.76,17.2,20.89,Maintenance
135,23,8.54,1,3.52,7.05,A320neo,medium_haul,False,False,2.79,19.2,26.06,18.56,19.98,14.58,Catering
157,13,6.4,4,6.72,5.15,E195-E2,medium_haul,False,False,2.73,29.96,21.22,17.89,19.69,12.39,Maintenance
209,36,2.84,0,2.7,7.02,B737-800,short_haul,False,True,3.47,15.38,24.03,18.52,19.73,22.58,Catering
181,57,3.76,2,4.29,3.33,A320neo,short_haul,False,False,5.61,23.5,19.7,22.97,21.63,19.61,Maintenance
203,66,1.84,1,3.75,7.13,B737-800,medium_haul,False,True,7.77,20.66,27.75,24.9,20.04,25.98,Catering
143,71,6.74,2,3.0,9.35,E195-E2,long_haul,False,False,3.2,19.27,30.92,26.08,23.0,17.43,Catering
88,50,9.1,4,4.4,8.45,B737-800,medium_haul,True,True,4.2,28.14,24.14,20.21,22.82,24.82,Maintenance
215,60,4.76,1,3.03,1.92,E195-E2,short_haul,False,True,0.46,16.35,18.56,25.61,21.59,17.23,Cleaning
126,19,7.96,1,1.96,6.36,A320neo,medium_haul,False,False,5.66,15.25,23.82,18.76,20.94,17.75,Catering
75,53,7.1,2,4.75,6.55,A321,medium_haul,True,True,3.07,27.22,21.29,19.26,22.88,19.65,Maintenance
121,61,2.72,0,1.03,7.08,A320neo,medium_haul,True,True,6.38,12.27,23.56,20.12,20.54,27.11,Refueling
88,68,7.76,2,6.55,0.16,A321,short_haul,False,False,1.16,26.96,11.57,19.43,21.15,15.03,Maintenance
93,59,2.36,1,0.27,2.12,B737-800,medium_haul,False,False,0.49,8.11,15.4,17.65,18.83,12.85,Boarding
81,42,8.99,1,3.88,3.81,A320neo,medium_haul,False,True,0.68,18.74,18.54,22.58,21.03,21.37,Cleaning
140,4,8.43,2,3.29,6.61,E195-E2,long_haul,False,True,6.28,19.56,25.28,19.81,20.62,21.73,Catering
177,76,2.83,1,1.06,3.63,B737-800,medium_haul,False,False,6.58,13.19,21.49,22.89,21.97,17.32,Cleaning
208,81,5.59,4,6.35,0.39,A320neo,medium_haul,False,True,1.0,30.16,18.85,26.43,25.09,20.02,Maintenance
90,73,6.71,3,7.02,4.72,B737-800,medium_haul,False,False,7.88,33.35,18.72,21.95,20.5,24.64,Maintenance
176,42,8.24,0,0.51,1.08,A320neo,short_haul,True,True,3.94,10.25,17.05,22.53,23.05,21.96,Boarding
94,67,3.25,0,0.0,6.89,A320neo,medium_haul,False,True,1.24,5.04,24.08,21.32,19.87,16.84,Catering
179,1,1.57,1,2.59,9.41,A321,long_haul,False,True,4.18,11.66,28.01,18.44,17.82,17.34,Catering
118,67,9.0,1,2.3,5.02,A321,short_haul,False,True,4.17,17.44,18.59,18.3,25.1,28.17,Refueling
106,18,3.01,1,4.4,9.07,A321,medium_haul,False,True,2.6,18.14,26.47,14.34,19.06,17.29,Catering
120,19,3.09,0,3.34,1.78,B737-800,short_haul,True,False,5.76,16.63,11.18,17.15,17.2,15.65,Boarding
152,29,6.9,1,2.87,7.13,E195-E2,short_haul,False,True,5.24,18.87,23.76,22.29,21.44,22.86,Catering
79,84,5.62,1,4.45,2.87,B737-800,short_haul,False,True,7.57,22.07,16.66,19.94,19.85,27.42,Refueling
153,60,3.37,0,2.14,2.17,A320neo,short_haul,False,True,4.07,14.26,15.58,20.9,19.67,21.71,Refueling
158,13,4.56,3,4.52,0.2,A320neo,long_haul,False,True,6.55,26.78,15.3,21.96,20.82,21.69,Maintenance
163,52,1.13,1,2.0,2.36,B737-800,medium_haul,True,True,0.83,11.86,18.19,20.63,21.41,16.25,Boarding
194,78,1.78,3,4.86,6.0,A321,medium_haul,False,True,4.46,24.94,25.46,26.49,22.75,22.31,Cleaning
127,44,7.69,3,3.57,5.66,B737-800,medium_haul,False,True,6.61,23.32,23.07,21.18,20.15,25.55,Refueling
170,6,9.46,1,2.44,0.98,E195-E2,medium_haul,True,True,2.79,13.57,16.37,21.53,23.54,17.62,Boarding
195,61,4.53,1,1.05,6.65,E195-E2,long_haul,True,False,4.13,12.03,25.19,23.97,25.01,13.4,Catering
79,34,3.74,1,2.56,3.63,A321,long_haul,False,False,6.73,18.65,19.01,18.62,15.62,19.32,Refueling
97,15,3.47,1,3.31,3.96,A320neo,short_haul,False,True,4.92,19.04,17.98,15.84,14.59,21.27,Refueling
143,53,3.83,1,3.37,4.54,A320neo,long_haul,True,True,4.41,19.74,21.76,23.29,20.63,23.3,Refueling
144,8,4.92,2,5.29,6.64,E195-E2,short_haul,False,True,4.23,26.27,20.91,17.53,16.85,20.42,Maintenance
180,24,3.26,2,6.78,5.85,E195-E2,medium_haul,False,True,0.99,30.32,22.98,20.66,17.7,17.95,Maintenance
120,75,7.58,0,3.66,9.59,E195-E2,medium_haul,False,True,3.04,16.96,28.57,24.27,24.08,22.47,Catering
125,36,8.71,2,2.11,8.77,A320neo,long_haul,False,True,0.69,15.67,28.23,20.51,23.54,15.82,Catering
177,76,1.76,2,4.12,9.01,A321,medium_haul,False,True,7.57,22.13,26.74,23.84,19.8,28.66,Refueling
134,80,3.47,0,4.23,5.05,B737-800,short_haul,False,True,7.91,20.79,19.02,20.92,20.67,24.89,Refueling
131,77,1.89,3,7.58,1.66,E195-E2,long_haul,True,True,6.33,32.31,16.15,23.55,23.44,21.38,Maintenance
145,82,3.8,2,3.31,5.94,A321,short_haul,False,False,3.56,20.15,20.82,23.56,19.4,17.87,Cleaning
95,57,5.62,0,0.89,2.3,E195-E2,short_haul,False,True,1.7,11.05,15.97,18.58,19.85,19.6,Boarding
128,50,3.32,0,4.59,0.45,A321,short_haul,False,False,7.83,23.53,13.43,19.82,18.15,20.54,Maintenance
117,55,0.67,2,5.09,0.36,A320neo,long_haul,False,False,4.48,25.22,14.12,18.06,16.32,14.5,Maintenance
158,17,3.49,2,1.36,4.87,A320neo,short_haul,False,True,1.61,14.26,22.57,18.48,17.19,20.06,Catering
169,53,8.26,0,3.44,1.84,A321,medium_haul,True,True,3.87,18.84,19.91,24.43,28.23,23.05,Boarding
143,57,5.24,1,0.08,7.84,A321,short_haul,False,True,0.06,9.19,24.68,22.4,18.7,19.46,Catering
139,68,2.49,2,4.62,6.58,B737-800,short_haul,False,True,7.34,24.45,21.59,21.97,19.96,27.15,Refueling
157,74,7.13,3,5.85,3.87,E195-E2,short_haul,False,True,0.61,24.9,20.18,20.22,22.59,22.8,Maintenance
212,61,5.51,0,1.92,4.86,A320neo,medium_haul,True,True,6.12,15.04,23.93,24.65,25.74,23.57,Boarding
197,26,6.82,1,4.62,7.79,A320neo,long_haul,False,True,1.42,21.37,27.32,24.03,25.11,20.15,Catering
180,30,5.21,0,2.33,8.71,E195-E2,short_haul,False,True,4.25,13.74,27.75,20.45,21.22,21.91,Catering
192,59,0.98,1,3.74,8.4,A320neo,short_haul,False,False,5.75,16.68,27.16,21.2,19.7,17.97,Catering
219,51,8.85,0,0.48,8.25,A321,short_haul,True,True,7.54,13.86,28.49,25.43,25.11,27.88,Catering
121,31,7.0,1,0.51,1.06,E195-E2,short_haul,False,False,6.79,12.69,13.26,19.75,20.5,16.08,Boarding
214,8,3.59,1,5.88,7.63,E195-E2,short_haul,False,True,2.39,23.13,26.57,23.12,18.6,18.02,Catering
202,17,7.72,2,2.6,8.26,B737-800,short_haul,True,True,4.44,18.42,27.12,20.64,24.15,22.44,Catering
165,80,5.56,0,3.15,3.48,E195-E2,medium_haul,False,True,1.68,15.9,18.17,25.17,20.98,21.78,Cleaning
133,50,2.76,1,5.93,3.45,B737-800,medium_haul,False,True,7.73,25.08,16.7,19.37,20.47,24.1,Maintenance
118,22,4.59,1,2.61,8.34,A321,long_haul,False,True,3.76,13.8,25.36,17.34,18.25,20.77,Catering
207,8,2.73,0,3.04,6.09,A321,medium_haul,False,True,0.97,15.71,22.07,16.78,19.72,13.4,Catering
101,61,6.81,1,3.53,1.24,A321,medium_haul,True,True,0.77,19.41,16.15,21.04,24.06,19.07,Boarding
109,69,0.88,1,3.22,2.12,E195-E2,short_haul,False,True,1.45,17.08,14.48,15.68,18.57,17.23,Boarding
140,22,8.68,2,4.44,2.27,B737-800,medium_haul,False,False,7.7,25.21,16.18,21.86,23.23,21.63,Maintenance
170,56,6.34,0,3.25,8.86,A320neo,short_haul,False,True,7.47,18.07,27.89,21.0,21.91,24.74,Catering
161,62,7.65,0,3.39,3.05,A320neo,short_haul,True,False,2.17,16.86,19.83,19.75,25.45,14.04,Boarding
123,15,1.39,0,1.13,7.15,B737-800,short_haul,False,True,4.76,12.05,23.96,15.8,16.29,17.92,Catering
89,79,4.92,2,3.42,4.7,E195-E2,short_haul,False,True,5.69,23.0,19.22,19.91,20.24,26.09,Refueling
106,31,5.88,0,4.39,6.9,A321,medium_haul,False,True,7.3,20.93,24.64,20.25,20.74,24.28,Catering
155,68,3.93,1,5.85,2.17,B737-800,medium_haul,True,True,7.44,25.43,16.68,20.5,23.14,24.27,Maintenance
97,64,3.74,2,8.42,3.05,A321,medium_haul,False,True,6.41,32.1,18.56,19.39,18.87,24.57,Maintenance
105,42,6.4,2,1.13,6.53,B737-800,medium_haul,False,True,3.97,16.26,22.75,18.92,21.55,22.38,Catering
148,42,3.47,2,5.64,5.65,A320neo,short_haul,False,False,4.28,25.99,21.32,18.91,16.77,13.12,Maintenance
112,4,6.12,1,5.41,3.44,E195-E2,medium_haul,False,True,2.83,20.58,16.91,16.33,19.65,16.78,Maintenance
180,14,3.3,1,2.79,7.9,B737-800,long_haul,False,True,0.35,12.67,24.31,20.02,19.61,13.21,Catering
77,27,3.71,2,5.41,0.2,A321,short_haul,False,True,6.63,25.37,9.0,15.0,15.79,23.78,Maintenance
118,73,7.81,2,3.48,5.03,E195-E2,long_haul,False,True,5.63,24.33,20.18,24.12,23.15,26.2,Refueling
202,2,4.67,0,3.47,5.06,A320neo,short_haul,False,True,6.76,18.94,20.94,18.87,20.85,22.4,Refueling
142,33,4.87,0,0.77,8.92,E195-E2,medium_haul,True,True,0.54,9.43,27.4,19.3,22.84,18.09,Catering
150,71,8.72,0,0.89,8.62,A320neo,medium_haul,False,True,6.57,14.14,28.46,22.64,26.2,25.04,Catering
70,15,4.68,1,2.88,1.38,E195-E2,short_haul,False,True,0.38,16.72,11.21,14.79,16.45,13.44,Maintenance
139,42,0.98,2,0.93,6.43,B737-800,short_haul,False,True,3.05,13.31,21.73,18.76,18.47,16.42,Catering
107,78,5.23,2,4.78,2.3,A321,short_haul,True,True,5.09,25.03,15.78,20.57,20.74,27.98,Refueling
177,3,5.09,0,0.66,0.74,E195-E2,medium_haul,False,True,1.55,10.98,16.52,16.97,19.17,19.05,Boarding
181,23,6.17,0,3.9,1.19,E195-E2,long_haul,False,True,6.85,22.76,20.27,24.96,21.07,23.1,Cleaning
155,50,9.12,1,4.4,1.01,E195-E2,short_haul,True,True,3.12,20.44,14.78,23.09,25.86,21.26,Boarding
190,43,5.74,1,4.71,4.94,E195-E2,medium_haul,True,True,6.56,22.97,21.5,22.37,24.56,24.96,Refueling
109,42,7.12,1,3.3,4.91,E195-E2,long_haul,False,True,5.8,20.29,23.4,21.47,23.12,23.35,Catering
99,18,7.48,0,2.64,2.79,A320neo,short_haul,False,True,6.09,15.48,17.03,15.34,17.98,22.35,Refueling
93,69,0.95,0,0.0,6.98,E195-E2,short_haul,True,True,2.99,7.66,21.84,18.51,19.75,19.51,Catering
99,47,9.14,2,4.66,6.83,A320neo,short_haul,False,False,5.71,24.31,22.17,20.63,21.54,23.25,Maintenance
93,32,1.03,1,2.57,3.24,A321,short_haul,True,True,2.96,18.24,17.12,17.18,15.96,18.4,Refueling
168,39,6.73,2,2.62,5.28,B737-800,medium_haul,True,True,4.49,20.56,22.3,23.13,22.86,19.65,Cleaning
198,4,4.65,0,1.98,4.12,A320neo,long_haul,True,True,5.75,13.26,22.31,19.53,23.12,23.31,Refueling
91,58,8.68,0,0.21,8.22,A320neo,short_haul,False,False,2.94,9.01,23.93,18.12,20.13,16.85,Catering
77,64,7.08,0,1.72,1.2,B737-800,medium_haul,False,True,7.26,13.72,12.49,18.11,20.14,26.5,Refueling
141,38,9.49,3,5.29,6.0,B737-800,short_haul,False,True,3.84,27.58,22.34,19.96,21.31,23.77,Maintenance
103,55,4.7,2,5.01,4.9,B737-800,long_haul,False,True,2.86,25.51,20.32,20.5,19.86,20.22,Maintenance
218,42,7.86,2,3.09,8.66,A320neo,medium_haul,False,True,0.4,19.54,28.5,23.0,25.19,19.17,Catering
91,20,3.25,3,2.81,5.77,B737-800,short_haul,True,True,2.23,21.92,20.09,16.36,17.95,15.51,Maintenance
80,34,8.78,2,3.69,5.05,A320neo,medium_haul,False,True,1.61,20.42,20.03,18.45,22.45,17.71,Boarding
95,19,8.7,1,1.69,5.35,E195-E2,short_haul,False,True,3.4,11.95,20.17,17.02,21.38,22.28,Refueling
164,24,9.02,0,4.84,4.37,A321,medium_haul,False,True,2.87,21.32,21.97,21.96,22.22,20.43,Boarding
162,45,7.67,3,5.75,2.8,A321,medium_haul,False,False,0.67,27.0,18.09,23.49,23.43,13.96,Maintenance
203,11,5.8,1,2.57,2.47,B737-800,short_haul,False,True,4.64,14.92,16.75,21.37,21.25,19.77,Cleaning
136,6,2.39,4,3.47,8.61,E195-E2,medium_haul,False,True,2.4,23.09,26.41,19.34,16.06,18.42,Catering
89,81,5.83,0,2.49,8.97,B737-800,short_haul,False,True,7.31,17.39,26.82,18.54,21.47,28.23,Refueling
177,59,4.47,4,5.63,3.45,A321,long_haul,False,True,0.84,28.98,18.69,26.21,24.31,19.36,Maintenance
207,13,8.97,2,3.62,3.1,A321,short_haul,False,True,1.36,19.48,18.76,24.56,23.89,19.05,Cleaning
84,13,8.03,0,4.59,3.95,E195-E2,long_haul,False,False,0.61,17.75,20.06,18.03,21.63,9.64,Boarding
129,5,9.02,1,4.71,9.56,A320neo,short_haul,True,True,2.6,22.0,26.93,17.7,22.38,21.61,Catering
133,2,1.28,5,8.35,2.02,A321,long_haul,False,True,0.43,34.39,14.77,15.61,17.51,14.66,Maintenance
107,53,6.87,0,0.0,4.76,A321,medium_haul,False,True,5.31,11.78,19.96,20.62,19.37,24.84,Refueling
121,4,4.29,0,2.12,7.14,E195-E2,long_haul,False,False,3.89,15.17,24.77,18.36,19.35,14.26,Catering
148,77,5.19,2,2.8,2.04,A320neo,medium_haul,True,True,3.18,16.71,17.89,20.61,23.2,20.92,Boarding
79,54,4.46,3,4.57,6.7,B737-800,medium_haul,False,True,7.92,26.21,22.36,17.99,18.83,25.51,Maintenance
138,59,7.18,3,2.49,4.78,A321,short_haul,False,True,0.58,18.81,17.92,21.61,23.44,16.65,Boarding
122,75,4.53,2,5.01,7.86,A320neo,short_haul,False,True,7.85,27.21,24.71,21.12,19.74,25.06,Maintenance
150,83,1.79,2,7.58,1.68,A321,short_haul,False,True,6.98,30.0,14.89,21.84,20.19,24.35,Maintenance
119,56,6.57,3,4.64,2.52,E195-E2,medium_haul,False,True,4.95,26.34,17.27,18.77,20.27,21.81,Maintenance
174,55,8.17,3,5.27,1.0,E195-E2,medium_haul,False,True,2.42,26.94,17.49,21.17,23.62,20.11,Maintenance
135,37,1.97,0,3.59,8.34,A320neo,short_haul,False,True,3.03,15.84,25.42,19.84,19.44,18.25,Catering
124,31,3.99,3,3.94,5.7,E195-E2,medium_haul,False,True,0.39,20.56,22.6,18.81,18.69,17.78,Catering
118,28,7.75,3,1.4,8.28,A321,medium_haul,False,False,1.89,17.98,25.99,20.3,21.32,14.61,Catering
87,5,0.97,0,2.48,6.13,A321,medium_haul,False,True,0.51,15.45,18.61,14.47,13.45,16.65,Catering
119,53,1.28,0,0.49,0.2,B737-800,short_haul,False,True,2.7,9.3,12.0,18.94,17.6,17.68,Cleaning
81,50,6.57,1,3.89,2.2,E195-E2,short_haul,True,False,1.91,19.13,14.34,17.07,20.72,14.76,Boarding
136,4,3.34,2,2.59,5.91,A321,medium_haul,False,False,3.26,16.96,21.38,17.05,18.07,12.18,Catering
107,84,7.97,2,5.01,9.17,A321,short_haul,False,True,2.84,24.44,26.6,20.84,22.32,25.83,Catering
167,6,9.1,2,3.39,6.17,E195-E2,short_haul,False,True,5.96,20.27,25.2,18.93,21.48,24.69,Catering
188,71,8.9,4,4.06,7.95,E195-E2,short_haul,True,False,5.22,25.6,28.12,23.87,25.15,20.45,Catering
92,68,5.03,1,2.6,7.46,E195-E2,medium_haul,False,True,3.66,14.22,22.58,21.9,21.29,20.75,Catering
216,4,0.71,1,1.45,6.5,B737-800,long_haul,False,False,2.19,11.81,25.93,20.03,17.91,9.78,Catering
145,38,1.9,1,6.34,4.63,E195-E2,short_haul,False,True,7.51,25.24,19.85,20.21,18.93,23.18,Maintenance
84,6,0.8,2,1.55,4.99,E195-E2,medium_haul,False,False,3.59,16.02,17.99,14.06,13.12,11.2,Catering
168,45,1.64,3,8.56,1.79,E195-E2,medium_haul,False,False,7.7,35.11,18.03,19.93,18.01,18.41,Maintenance
165,59,4.98,1,2.16,3.61,A321,long_haul,False,False,5.55,20.36,22.26,24.76,22.42,19.63,Cleaning
169,12,3.22,3,6.37,1.91,A321,short_haul,True,True,3.81,25.45,16.71,18.58,21.94,18.29,Maintenance
193,66,6.84,1,7.15,2.23,B737-800,long_haul,False,True,3.74,30.35,19.09,22.67,24.81,24.11,Maintenance
147,11,5.86,1,3.41,6.44,A321,short_haul,False,False,3.75,19.48,24.88,19.62,18.2,15.96,Catering
186,75,3.12,1,0.0,7.93,A321,short_haul,False,True,6.2,11.64,24.51,25.11,20.06,23.5,Cleaning
79,79,8.85,1,4.35,2.83,A321,short_haul,False,True,2.66,22.46,18.06,23.0,23.08,25.56,Refueling
167,32,8.41,1,6.06,6.61,E195-E2,medium_haul,False,False,6.02,26.73,25.83,19.57,24.84,18.26,Maintenance
91,30,1.84,1,5.96,2.77,A321,short_haul,False,True,3.69,23.57,15.77,15.54,15.59,20.93,Maintenance
128,37,1.3,0,0.0,2.84,E195-E2,short_haul,False,True,5.79,8.76,17.3,17.94,15.33,21.78,Refueling
81,61,3.44,0,4.24,6.16,A320neo,short_haul,True,True,3.39,19.36,20.95,18.03,18.31,22.09,Refueling
184,59,2.99,1,2.02,3.48,A321,short_haul,False,False,6.22,14.66,18.96,23.0,21.37,20.17,Cleaning
213,17,5.3,1,4.12,7.12,A321,long_haul,False,False,4.27,20.15,26.56,25.48,21.71,15.84,Catering
218,24,3.19,1,3.1,1.75,B737-800,long_haul,False,True,6.75,18.47,18.34,21.54,20.6,21.52,Cleaning
181,4,4.16,1,0.76,0.04,A320neo,long_haul,True,True,2.77,12.05,16.16,19.7,22.89,17.35,Boarding
112,61,7.03,0,0.0,7.56,B737-800,short_haul,False,True,4.92,10.14,20.77,20.26,20.17,22.97,Refueling
97,71,7.49,1,3.34,5.43,E195-E2,long_haul,False,True,1.65,19.96,24.0,23.91,21.94,19.49,Catering
136,13,8.92,3,6.44,5.97,E195-E2,short_haul,True,True,1.34,29.85,23.15,19.09,22.18,19.21,Maintenance
170,53,6.28,0,0.51,4.94,A321,long_haul,False,True,6.8,11.66,26.63,24.25,20.34,28.94,Refueling
196,71,2.12,1,3.65,1.65,B737-800,long_haul,True,False,5.3,18.83,17.65,26.76,24.59,21.35,Cleaning
72,64,5.76,2,7.14,9.38,E195-E2,short_haul,True,False,2.6,29.9,26.41,16.43,22.76,15.07,Maintenance
96,31,9.34,3,4.56,6.09,E195-E2,short_haul,True,True,1.52,25.02,21.49,16.02,22.94,18.65,Maintenance
212,73,6.87,2,5.94,2.03,A320neo,short_haul,False,True,6.93,27.37,21.88,23.85,26.32,25.84,Maintenance
90,40,7.65,1,4.63,1.43,A321,short_haul,False,False,7.79,25.37,16.45,16.61,21.46,21.42,Maintenance
85,0,0.7,0,3.63,2.77,A321,long_haul,False,True,7.99,18.0,14.1,15.45,13.53,23.74,Refueling
155,47,6.38,1,2.98,4.11,A321,short_haul,False,False,6.61,18.92,16.37,22.72,22.87,22.29,Boarding
110,42,8.57,1,2.74,0.92,B737-800,short_haul,True,True,4.84,19.39,14.08,20.78,23.78,23.84,Refueling
139,23,4.54,1,3.99,3.71,A321,short_haul,False,True,4.31,21.45,17.58,20.16,20.07,20.23,Maintenance
124,26,3.32,0,0.88,9.4,A321,medium_haul,False,True,1.4,9.4,27.09,22.69,17.52,17.79,Catering
179,44,9.1,1,2.94,0.17,E195-E2,short_haul,False,True,2.36,17.0,15.85,23.57,22.57,24.4,Refueling
85,78,3.44,0,1.26,3.09,A321,medium_haul,False,False,1.28,12.9,17.4,20.61,19.93,16.0,Cleaning
167,68,2.39,1,4.23,3.07,A321,short_haul,False,False,4.33,21.92,15.73,23.52,20.61,16.71,Cleaning
107,38,2.34,3,3.39,3.3,B737-800,short_haul,True,True,6.07,21.72,17.56,16.02,17.6,22.19,Refueling
116,59,9.08,1,0.88,4.91,B737-800,long_haul,False,False,5.68,15.9,21.72,21.43,26.28,20.99,Boarding
82,71,7.59,0,2.64,8.21,A321,medium_haul,False,False,7.76,16.22,25.02,22.14,20.29,22.21,Catering
153,55,2.24,1,1.32,1.36,B737-800,short_haul,True,True,0.21,10.64,14.98,21.49,20.98,17.69,Cleaning
77,0,3.34,1,2.24,1.28,A320neo,medium_haul,False,True,7.26,16.34,14.23,15.55,13.4,22.97,Refueling
130,58,6.84,1,4.17,6.7,A321,short_haul,False,False,7.28,22.01,23.34,20.19,21.05,20.41,Catering
112,32,4.98,2,6.04,7.5,A321,short_haul,False,True,3.85,24.12,24.21,19.11,20.54,20.03,Catering
101,32,2.76,0,3.54,0.71,A320neo,long_haul,False,True,2.28,18.25,15.61,19.46,16.72,18.27,Cleaning
137,6,0.75,2,4.85,0.04,A320neo,short_haul,False,True,0.57,20.99,14.6,14.99,15.51,13.94,Maintenance
207,6,9.2,1,3.51,4.36,A320neo,long_haul,False,True,2.27,19.52,24.98,22.44,25.25,19.2,Boarding
87,73,0.62,0,0.0,6.11,B737-800,medium_haul,False,True,3.25,8.94,21.75,18.53,13.47,19.96,Catering
80,55,0.69,0,1.08,5.41,A321,short_haul,False,True,3.3,10.31,18.76,16.62,15.25,20.15,Refueling
73,8,4.95,0,2.32,5.1,A320neo,medium_haul,False,False,1.64,12.87,18.19,14.1,17.35,14.24,Catering
193,35,4.32,1,1.75,6.54,B737-800,short_haul,False,True,7.39,15.78,23.65,20.68,23.75,25.17,Refueling
216,75,0.71,1,5.63,4.87,A320neo,medium_haul,False,True,4.3,22.1,23.05,26.57,19.62,20.79,Cleaning
188,66,5.05,2,3.41,1.48,E195-E2,medium_haul,False,True,1.71,20.01,18.43,23.52,22.9,18.1,Cleaning
161,67,4.23,1,5.6,9.55,B737-800,short_haul,False,True,5.53,23.91,28.33,21.95,23.02,23.55,Catering
142,62,1.8,2,3.56,1.25,E195-E2,short_haul,False,True,7.57,20.38,12.4,21.5,16.45,24.46,Refueling
113,28,5.35,1,3.78,5.85,E195-E2,medium_haul,False,True,6.51,21.24,23.43,17.58,18.3,21.69,Catering
116,57,1.54,1,3.1,1.79,E195-E2,short_haul,True,True,5.3,18.15,13.42,17.87,20.06,23.19,Refueling
103,42,0.64,0,3.06,1.51,E195-E2,long_haul,False,True,2.37,14.97,13.24,20.62,19.11,17.13,Cleaning
201,45,5.55,1,0.71,4.54,B737-800,medium_haul,False,True,3.31,13.05,24.22,25.35,21.4,22.53,Cleaning
118,29,9.32,1,2.74,2.05,A321,medium_haul,False,True,0.29,14.74,16.44,17.24,20.6,18.51,Boarding
205,54,5.21,0,5.54,2.14,E195-E2,medium_haul,True,True,6.7,22.49,18.69,25.71,25.55,26.89,Refueling
206,20,4.12,1,2.55,3.48,A321,long_haul,True,True,7.39,19.39,22.3,20.71,22.48,25.29,Refueling
89,60,7.59,2,1.95,2.97,B737-800,short_haul,True,True,7.53,18.0,17.53,21.82,25.56,24.97,Boarding
149,79,8.78,0,3.36,2.01,A321,medium_haul,False,True,4.41,18.39,19.11,25.4,23.94,26.26,Refueling
112,44,6.41,3,5.58,7.04,A320neo,medium_haul,False,True,4.08,26.95,24.34,21.11,21.48,23.36,Maintenance
215,8,4.02,1,3.01,2.77,B737-800,medium_haul,False,True,2.08,15.13,22.5,18.7,20.05,20.87,Catering
100,22,6.5,0,1.3,8.02,B737-800,short_haul,False,True,7.34,12.41,23.16,15.25,19.09,23.54,Refueling
193,27,2.17,0,3.54,7.94,B737-800,short_haul,True,True,0.51,13.72,25.46,19.49,21.4,17.01,Catering
206,51,1.91,1,5.35,5.82,A320neo,short_haul,False,True,6.18,25.04,22.66,23.25,18.64,23.75,Maintenance
135,7,6.18,1,3.82,2.82,A320neo,short_haul,False,True,4.6,17.58,17.8,15.85,18.23,19.92,Refueling
118,35,3.48,2,4.63,2.2,E195-E2,short_haul,False,True,6.17,25.03,15.71,17.69,16.94,21.87,Maintenance
212,17,5.1,2,5.73,0.69,A320neo,short_haul,False,True,1.09,25.72,15.25,18.55,22.93,18.72,Maintenance
153,48,8.95,1,2.98,4.05,A321,long_haul,True,True,0.44,17.24,23.37,23.67,26.34,20.05,Boarding
95,67,9.21,2,3.75,9.04,B737-800,short_haul,False,True,3.32,23.69,27.21,19.33,24.57,26.2,Catering
113,39,3.39,2,6.87,6.54,E195-E2,short_haul,False,False,1.74,26.2,21.51,18.66,16.32,11.87,Maintenance
122,30,3.26,1,4.12,5.66,B737-800,long_haul,True,False,2.86,19.2,22.94,20.81,19.92,14.27,Catering
212,48,6.57,3,6.89,6.98,B737-800,medium_haul,False,True,5.59,29.72,26.37,22.84,21.61,23.98,Maintenance
145,61,2.24,1,4.84,2.62,E195-E2,short_haul,True,False,1.49,19.84,15.14,21.9,22.68,12.59,Boarding
156,15,8.33,3,5.14,1.87,A320neo,long_haul,False,True,4.91,27.41,18.42,19.86,21.54,21.5,Maintenance
204,42,9.46,0,4.4,1.45,E195-E2,long_haul,False,False,7.72,22.95,19.76,26.26,26.12,18.5,Cleaning
204,51,3.79,1,2.94,5.51,E195-E2,short_haul,False,False,0.46,16.39,25.14,22.5,19.87,11.8,Catering
168,43,3.83,1,1.7,2.11,A321,medium_haul,False,True,1.97,12.69,18.86,23.27,21.6,19.84,Cleaning
