aircraft_type,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,passenger_load,cycles_since_install,wear_index,malfunction_count,malfunction_severity,environmental_stress,weibull_hazard_proxy,failure_next_n_flights,remaining_flights_estimate,urgency_class
A320neo,lavatory_sensor,20034,3.4,23.4,35.52,94,3910,36.59,0,4.38,1.24,0.7489,1,4,CRITICAL
E195-E2,ife_display,12095,4.48,17.04,28.9,100,1822,44.98,1,1.46,0.06,0.2663,1,33,OK
A320neo,galley_chiller,5187,4.75,29.58,28.77,111,1613,41.73,0,4.0,2.49,0.2978,1,32,PLAN
B737-800,seat_power_unit,5014,2.12,18.12,64.78,169,1054,65.29,2,3.69,2.89,0.0904,0,47,OK
B737-800,cabin_light_driver,29466,3.73,20.76,39.01,113,392,48.97,1,3.43,2.13,0.011,1,45,OK
A320neo,cabin_light_driver,12529,3.46,24.09,33.25,190,3138,66.19,0,3.71,0.33,0.5474,1,20,SOON
B737-800,cabin_light_driver,5825,1.95,24.67,31.35,123,960,71.11,2,7.58,0.48,0.076,0,29,PLAN
E195-E2,ife_display,22864,3.15,17.22,43.18,85,411,48.54,1,4.47,1.41,0.0096,0,43,OK
B737-800,cabin_light_driver,27333,3.42,20.01,30.98,83,4013,41.53,2,6.74,1.44,0.6427,1,0,CRITICAL
A321,ife_display,6239,4.66,17.08,25.96,128,2273,54.79,4,7.91,1.25,0.4632,1,4,CRITICAL
E195-E2,seat_power_unit,29446,3.02,25.49,37.64,129,371,58.26,3,6.24,2.16,0.0072,1,31,PLAN
A321,seat_power_unit,23234,1.27,27.73,37.56,176,1229,27.24,1,0.43,3.4,0.0788,0,43,OK
B737-800,galley_chiller,9907,3.14,18.11,33.41,139,2296,52.25,1,3.92,2.14,0.6233,0,15,SOON
B737-800,galley_chiller,24667,4.75,26.98,28.2,93,895,43.44,4,4.04,1.99,0.0634,1,37,OK
B737-800,cabin_light_driver,14642,3.53,26.72,33.7,100,4059,40.43,2,9.45,1.4,0.6617,1,0,CRITICAL
A320neo,galley_chiller,20715,2.37,20.36,32.83,152,3597,35.56,1,2.54,0.99,0.9292,1,5,CRITICAL
A320neo,lavatory_sensor,6378,5.14,16.0,31.31,118,3638,36.74,2,1.6,0.0,0.6762,0,19,SOON
A320neo,galley_chiller,9687,1.62,18.71,41.04,167,2142,70.6,1,0.0,1.96,0.6189,0,25,PLAN
A321,lavatory_sensor,24610,2.4,20.62,62.49,203,4052,41.45,2,2.43,2.59,0.8411,1,0,CRITICAL
A321,ife_display,25509,2.91,29.17,52.65,121,1374,68.59,3,5.07,4.39,0.2374,0,19,PLAN
B737-800,seat_power_unit,3108,4.29,22.53,59.36,150,2303,50.36,1,5.71,2.75,0.3764,0,20,PLAN
A321,ife_display,8847,4.74,18.97,31.76,190,3074,27.61,4,3.47,0.64,0.5828,1,11,SOON
B737-800,seat_power_unit,19932,1.17,23.59,56.42,100,2101,51.43,2,6.41,2.83,0.318,0,11,SOON
E195-E2,cabin_light_driver,28344,4.54,17.82,40.5,144,3506,26.62,3,4.74,1.45,0.4695,1,19,SOON
A320neo,lavatory_sensor,21815,4.21,25.06,48.85,114,479,58.93,1,2.88,1.95,0.0233,0,46,OK
B737-800,cabin_light_driver,22727,5.02,19.09,43.03,160,1846,44.26,1,4.06,0.75,0.1966,1,30,PLAN
B737-800,cabin_light_driver,13759,5.04,19.67,34.22,177,3412,63.39,2,6.85,1.47,0.6156,1,12,SOON
A321,galley_chiller,4343,4.48,24.5,45.91,90,795,73.8,0,3.89,1.03,0.0586,1,42,OK
A320neo,lavatory_sensor,24398,1.77,30.0,43.33,97,1615,16.76,3,2.86,5.59,0.1826,0,35,OK
B737-800,seat_power_unit,25339,2.34,31.79,18.55,73,4077,39.7,2,5.06,4.15,0.815,1,1,CRITICAL
E195-E2,cabin_light_driver,15301,5.21,18.84,36.63,71,2538,26.23,4,6.13,0.0,0.2664,1,15,SOON
B737-800,lavatory_sensor,17081,3.65,20.61,47.6,77,1510,86.85,3,4.51,2.6,0.2891,0,25,PLAN
E195-E2,lavatory_sensor,9428,3.38,25.06,41.05,172,1527,40.07,2,6.14,3.02,0.1975,1,26,PLAN
E195-E2,cabin_light_driver,15564,5.11,27.68,43.16,201,890,24.33,1,0.0,2.58,0.0427,0,58,OK
A321,cabin_light_driver,9623,4.92,16.0,29.73,129,3028,88.33,2,4.94,1.16,0.6057,1,11,SOON
B737-800,cabin_light_driver,14658,4.25,23.35,40.82,197,477,34.93,2,5.71,1.48,0.0132,1,39,OK
A321,seat_power_unit,6580,4.96,21.05,36.94,175,900,18.81,3,2.24,1.94,0.0305,0,35,OK
E195-E2,seat_power_unit,19906,1.42,16.0,35.76,187,560,27.15,2,1.63,0.85,0.0114,0,49,OK
A320neo,cabin_light_driver,9780,4.38,17.65,30.53,177,3105,50.58,0,5.0,1.81,0.5031,0,24,PLAN
A321,galley_chiller,23233,5.34,20.73,48.06,98,3869,48.82,1,6.46,1.94,0.9831,1,0,CRITICAL
E195-E2,ife_display,17400,1.13,23.24,41.8,145,412,32.95,3,7.3,1.37,0.0078,1,29,PLAN
A320neo,seat_power_unit,28066,1.93,27.03,40.69,146,3884,39.27,2,3.05,3.29,0.7434,1,5,CRITICAL
B737-800,lavatory_sensor,9036,4.55,24.42,60.56,163,3762,48.96,1,4.11,3.87,0.8352,1,2,CRITICAL
A321,cabin_light_driver,10497,3.29,26.79,43.21,185,2112,71.83,1,4.35,0.68,0.3317,1,26,PLAN
E195-E2,cabin_light_driver,9653,1.3,23.11,51.21,86,209,54.0,1,0.68,0.0,0.0032,0,55,OK
E195-E2,ife_display,20587,2.13,20.18,41.0,167,2856,37.86,1,4.03,1.91,0.593,0,15,SOON
A320neo,lavatory_sensor,5813,2.39,22.27,34.12,190,2179,43.89,2,4.55,0.55,0.3512,0,21,PLAN
B737-800,ife_display,22154,2.38,25.78,26.35,86,3423,61.85,2,5.64,0.09,0.8276,1,0,CRITICAL
A320neo,ife_display,25897,4.94,27.13,40.66,130,1251,78.24,1,2.72,2.4,0.1862,0,32,PLAN
B737-800,ife_display,21829,3.95,22.41,12.0,199,2312,28.12,1,6.0,2.29,0.3793,0,15,SOON
B737-800,cabin_light_driver,6597,4.28,19.28,41.0,73,3663,68.05,4,5.54,0.4,0.6678,1,7,SOON
B737-800,galley_chiller,16702,0.96,24.34,41.47,93,2754,42.37,2,7.98,2.56,0.7712,0,0,CRITICAL
A320neo,ife_display,17844,2.87,24.91,35.61,186,2670,18.76,0,4.54,0.89,0.4234,1,18,PLAN
A320neo,lavatory_sensor,13826,2.36,27.93,36.98,94,3966,15.2,4,5.9,1.48,0.6602,1,0,CRITICAL
B737-800,ife_display,15950,4.82,20.28,24.24,171,2037,72.02,4,3.27,0.0,0.4167,1,11,SOON
B737-800,seat_power_unit,24299,5.29,20.33,53.24,200,757,74.16,6,4.12,1.14,0.0416,0,32,PLAN
A321,galley_chiller,26336,2.85,26.02,34.29,142,4003,37.76,3,8.33,0.49,0.9761,1,0,CRITICAL
A320neo,lavatory_sensor,11260,5.38,21.37,27.31,140,620,44.18,1,5.33,0.03,0.0299,0,32,OK
A320neo,lavatory_sensor,12101,0.97,21.2,43.99,132,2286,15.92,3,4.34,0.82,0.2693,1,24,PLAN
E195-E2,lavatory_sensor,8667,2.4,28.02,39.22,124,3102,61.72,0,2.45,2.84,0.7282,1,19,PLAN
A320neo,cabin_light_driver,14130,4.46,17.52,34.06,125,3239,47.49,3,5.25,1.29,0.5121,1,12,SOON
A321,lavatory_sensor,18192,2.56,31.22,32.9,150,2901,20.06,1,1.33,3.03,0.4948,0,38,PLAN
E195-E2,ife_display,22922,5.14,20.55,37.94,199,1778,51.69,5,5.11,1.96,0.2905,1,14,SOON
A320neo,galley_chiller,10346,1.9,26.47,52.8,212,811,22.99,3,6.55,2.7,0.0383,0,28,PLAN
B737-800,galley_chiller,8900,4.56,22.56,43.17,195,214,58.03,1,5.69,1.61,0.0013,0,39,OK
A320neo,cabin_light_driver,3737,1.83,24.09,37.62,87,1281,28.51,2,3.64,0.0,0.0787,0,42,OK
E195-E2,ife_display,5447,1.81,21.95,47.38,114,3986,54.07,3,7.73,2.1,0.9174,1,0,CRITICAL
B737-800,lavatory_sensor,4254,2.95,26.43,38.3,179,2828,36.25,5,7.83,4.35,0.5586,1,1,CRITICAL
E195-E2,seat_power_unit,8647,5.25,21.61,42.42,149,1704,5.42,1,2.37,2.41,0.0981,0,36,OK
A320neo,seat_power_unit,22399,3.59,20.71,39.66,118,2057,65.93,1,1.45,1.36,0.3143,1,26,PLAN
A321,galley_chiller,24632,3.82,30.25,44.49,115,1409,66.92,3,6.52,3.11,0.2823,1,19,SOON
B737-800,seat_power_unit,30242,0.94,23.12,33.11,86,3669,38.61,1,2.94,2.54,0.6658,0,20,SOON
A320neo,lavatory_sensor,18171,1.16,20.3,25.47,118,1892,52.94,1,2.6,0.42,0.2997,0,30,PLAN
A320neo,lavatory_sensor,15622,1.21,17.04,47.98,131,3442,55.89,3,5.25,1.46,0.7473,1,1,CRITICAL
A320neo,ife_display,28162,4.67,30.46,54.55,130,266,56.47,0,4.49,4.31,0.0048,1,34,OK
E195-E2,galley_chiller,6947,1.99,20.79,25.99,149,2027,79.06,0,5.23,2.46,0.5979,1,14,SOON
B737-800,ife_display,20573,2.41,31.25,39.97,109,2496,55.5,1,3.85,4.11,0.6237,1,21,SOON
B737-800,seat_power_unit,25869,3.71,24.6,33.06,99,2754,41.56,2,0.17,1.7,0.4371,1,33,PLAN
B737-800,ife_display,16971,3.59,23.57,47.72,198,156,55.7,1,5.47,1.87,0.0011,1,41,OK
A321,seat_power_unit,10172,2.79,23.68,40.71,128,2659,40.26,1,2.3,1.52,0.4009,1,29,PLAN
A321,seat_power_unit,20308,0.92,31.86,74.6,106,3450,28.82,2,4.86,6.37,0.6958,1,5,CRITICAL
A321,seat_power_unit,30876,2.97,16.0,34.68,162,431,69.96,0,2.98,2.46,0.0112,0,44,OK
B737-800,seat_power_unit,9453,4.3,23.86,54.91,148,1396,57.61,4,9.44,2.57,0.1455,1,19,SOON
A320neo,ife_display,18684,1.98,21.94,55.98,153,1779,14.49,2,8.0,1.33,0.1845,0,17,PLAN
E195-E2,ife_display,4231,4.16,22.15,43.87,102,1087,35.69,0,2.37,2.15,0.0831,0,48,OK
B737-800,lavatory_sensor,9360,0.97,23.6,38.41,174,1837,61.64,3,2.43,1.32,0.3178,1,28,PLAN
A320neo,ife_display,24431,5.08,21.93,39.04,97,3668,19.85,1,1.47,1.81,0.7082,0,13,SOON
B737-800,seat_power_unit,16787,5.27,23.75,38.11,191,3685,34.45,1,4.24,1.11,0.6263,1,5,CRITICAL
A320neo,seat_power_unit,8418,0.91,22.91,50.47,131,2488,95.91,2,3.33,1.74,0.5474,0,16,SOON
E195-E2,lavatory_sensor,12257,3.01,17.75,28.4,129,3636,42.04,7,5.05,1.56,0.7258,1,0,CRITICAL
E195-E2,cabin_light_driver,6210,2.8,24.53,36.23,126,3353,67.49,2,3.36,3.15,0.6459,1,14,SOON
E195-E2,galley_chiller,24781,4.77,25.86,34.9,131,292,75.01,1,5.16,0.21,0.0036,0,39,OK
A320neo,galley_chiller,29388,3.39,20.83,19.01,166,1623,31.65,0,3.66,0.21,0.2293,0,35,OK
A320neo,galley_chiller,5784,3.71,30.47,47.45,142,3474,52.79,1,3.48,3.94,0.9762,0,6,CRITICAL
A320neo,galley_chiller,9509,1.83,28.34,49.69,88,1847,85.06,4,5.36,2.97,0.5617,1,15,SOON
A320neo,galley_chiller,26967,1.25,26.38,31.02,152,2531,56.27,0,3.51,0.0,0.7208,1,4,CRITICAL
A320neo,ife_display,27578,4.08,26.33,49.33,108,1724,90.58,1,4.15,3.34,0.403,1,21,PLAN
A320neo,lavatory_sensor,24438,3.76,23.12,20.58,85,125,36.54,1,4.26,0.0,0.0012,0,39,OK
E195-E2,lavatory_sensor,22964,4.73,27.57,38.26,191,2342,80.35,2,1.33,2.25,0.5663,0,15,SOON
A320neo,cabin_light_driver,27090,4.79,29.28,36.61,115,1601,48.3,1,4.05,4.35,0.1943,1,35,PLAN
A320neo,galley_chiller,13332,3.8,26.23,38.97,156,3186,42.11,1,3.7,1.9,0.8912,1,7,CRITICAL
B737-800,ife_display,28038,3.38,20.72,38.91,94,3647,59.52,0,1.38,1.03,0.8669,0,4,CRITICAL
B737-800,galley_chiller,27802,5.1,22.84,37.15,119,482,45.99,0,3.13,0.14,0.0105,0,51,OK
B737-800,seat_power_unit,9279,4.59,25.29,33.73,125,1507,46.48,4,7.48,0.78,0.1382,0,24,PLAN
B737-800,galley_chiller,4858,4.96,26.35,36.8,89,1646,56.73,4,7.46,3.51,0.3576,1,16,SOON
E195-E2,galley_chiller,17492,5.48,22.69,53.0,211,2792,15.46,2,5.07,2.95,0.6523,0,10,SOON
B737-800,ife_display,24184,2.76,20.73,31.63,115,1660,33.62,2,2.69,2.13,0.2074,0,29,PLAN
A321,seat_power_unit,26767,4.2,29.34,62.81,154,2345,61.01,1,1.3,4.27,0.4717,1,35,PLAN
B737-800,lavatory_sensor,6817,4.07,18.71,31.01,152,3729,65.85,1,2.05,1.26,0.828,0,15,SOON
A321,cabin_light_driver,13442,1.7,19.23,40.64,132,2443,54.43,1,3.77,2.52,0.3722,1,25,PLAN
A320neo,cabin_light_driver,24453,3.83,17.69,44.28,154,457,52.97,2,4.36,2.34,0.0158,0,42,OK
A321,seat_power_unit,4503,2.87,19.23,34.79,152,2002,55.24,0,2.03,2.61,0.2839,1,30,PLAN
A320neo,seat_power_unit,23186,2.97,27.99,53.21,81,3641,65.24,2,5.88,4.25,0.8216,1,7,SOON
B737-800,cabin_light_driver,11024,1.73,28.12,44.0,167,2008,22.33,4,6.09,3.33,0.1994,1,20,PLAN
A320neo,cabin_light_driver,3432,4.33,22.7,35.75,86,4030,38.83,1,0.0,0.0,0.6096,1,28,PLAN
A320neo,ife_display,9622,4.11,24.99,53.08,133,3706,46.66,2,4.5,3.15,0.8766,1,3,CRITICAL
A320neo,galley_chiller,23719,3.35,22.96,26.83,122,1126,51.52,3,6.81,1.19,0.1189,0,23,PLAN
B737-800,ife_display,27335,1.62,18.23,31.78,134,1731,10.03,1,4.11,2.02,0.1551,0,29,PLAN
A320neo,ife_display,5092,3.46,31.87,44.19,80,807,25.37,3,5.9,4.01,0.0428,1,38,OK
B737-800,cabin_light_driver,15880,1.36,28.5,46.82,171,833,47.7,1,3.28,3.62,0.0549,0,39,OK
E195-E2,ife_display,8473,2.46,24.42,41.55,130,1545,66.24,1,3.63,0.36,0.2358,0,32,PLAN
A320neo,seat_power_unit,22075,2.61,19.58,36.6,78,1755,40.46,2,4.22,0.0,0.1688,0,29,OK
B737-800,lavatory_sensor,24815,4.96,22.1,35.23,70,1475,36.0,0,3.53,1.68,0.1649,0,32,OK
A320neo,lavatory_sensor,29931,2.81,20.23,50.45,148,3020,57.52,4,4.36,3.37,0.6874,0,8,CRITICAL
A320neo,galley_chiller,12808,3.65,23.39,40.64,166,673,42.09,3,7.42,2.75,0.0281,0,30,PLAN
B737-800,seat_power_unit,11237,4.92,24.24,28.41,149,1979,63.86,1,6.31,1.24,0.2867,0,18,PLAN
E195-E2,seat_power_unit,11537,2.86,21.64,27.77,174,3650,44.02,3,3.89,2.56,0.6874,1,5,CRITICAL
A320neo,cabin_light_driver,24265,4.97,17.18,54.65,179,3017,27.93,0,1.1,2.16,0.4052,1,31,PLAN
B737-800,ife_display,15351,1.53,31.53,30.09,196,885,73.57,3,2.43,4.47,0.0941,1,37,OK
A320neo,ife_display,3441,2.58,23.95,41.0,212,1028,70.27,1,4.48,0.41,0.0994,0,36,PLAN
B737-800,cabin_light_driver,29522,1.34,24.83,52.86,198,3801,30.8,1,4.81,0.0,0.5474,0,9,SOON
B737-800,seat_power_unit,5736,3.48,21.31,43.96,185,2414,55.12,1,4.49,1.36,0.3857,1,24,PLAN
B737-800,galley_chiller,28974,5.3,16.75,29.67,132,3614,42.12,1,5.24,0.74,0.9449,0,0,CRITICAL
B737-800,cabin_light_driver,7364,3.92,22.67,26.83,143,3551,59.14,1,2.73,0.87,0.6194,1,12,SOON
A320neo,ife_display,17975,3.78,21.71,58.57,159,1843,32.24,1,0.17,2.6,0.274,1,33,OK
B737-800,seat_power_unit,11610,2.18,25.84,26.55,94,2198,63.69,1,2.85,1.64,0.3613,1,27,PLAN
B737-800,lavatory_sensor,22167,5.18,26.62,31.91,168,1548,69.51,3,7.83,3.53,0.28,0,16,SOON
B737-800,seat_power_unit,14164,3.07,26.06,42.1,155,2632,30.95,2,4.78,3.1,0.3833,1,27,PLAN
A320neo,lavatory_sensor,13159,2.13,26.95,35.59,145,2684,49.22,1,4.51,1.64,0.5447,0,15,SOON
A321,lavatory_sensor,16251,5.44,30.21,44.31,190,2802,69.89,1,5.38,1.86,0.679,1,4,CRITICAL
A321,cabin_light_driver,30177,2.85,24.56,21.85,169,3538,29.98,3,3.34,0.0,0.4754,0,13,SOON
A320neo,ife_display,9718,2.61,27.4,35.69,205,3048,35.96,0,3.6,3.71,0.6858,1,12,SOON
A320neo,galley_chiller,8996,1.06,24.98,45.45,211,471,59.91,0,4.72,1.81,0.0126,1,32,OK
A321,cabin_light_driver,4667,1.72,16.0,45.49,189,1475,45.11,2,2.62,2.51,0.1414,0,33,OK
B737-800,ife_display,23629,4.62,22.38,31.7,113,2362,19.65,1,4.4,1.56,0.3444,1,24,PLAN
A320neo,lavatory_sensor,21906,3.12,19.53,26.76,97,2592,42.24,2,6.63,0.6,0.4574,0,10,SOON
B737-800,seat_power_unit,19967,5.29,23.93,40.35,113,3551,79.44,3,4.13,1.48,0.7788,1,7,CRITICAL
A321,lavatory_sensor,3467,1.29,19.84,23.56,173,1741,85.13,2,1.2,0.0,0.33,0,33,PLAN
B737-800,ife_display,25094,3.73,25.42,52.13,195,3379,36.53,0,3.51,4.87,0.7913,1,9,CRITICAL
A321,galley_chiller,25627,4.21,26.92,39.73,197,1639,31.56,2,3.72,1.74,0.2589,1,24,PLAN
A321,lavatory_sensor,29449,3.76,27.81,30.34,169,650,39.76,1,4.08,3.31,0.0377,1,41,OK
B737-800,seat_power_unit,29002,3.34,29.48,26.4,168,1979,80.43,4,3.88,3.4,0.3721,1,23,PLAN
E195-E2,lavatory_sensor,10221,3.56,16.3,31.04,208,662,63.16,3,4.96,1.49,0.0448,0,34,PLAN
A321,cabin_light_driver,22832,4.07,18.2,20.82,169,1707,74.35,1,5.96,0.15,0.222,0,40,PLAN
A321,ife_display,14154,4.87,34.71,43.44,90,1039,65.98,1,3.7,4.4,0.1312,0,37,OK
B737-800,seat_power_unit,19606,2.45,27.04,29.17,142,164,24.25,2,1.33,0.9,0.0007,0,49,OK
B737-800,ife_display,12176,3.01,23.9,42.4,122,2740,30.92,0,3.88,1.0,0.5078,0,25,PLAN
A320neo,ife_display,21327,3.83,23.13,43.91,162,3057,35.47,0,3.24,2.13,0.6441,1,15,SOON
A321,ife_display,29667,2.35,22.77,48.63,162,592,38.6,4,5.78,2.91,0.0218,0,22,PLAN
A321,galley_chiller,21192,1.72,16.0,40.77,112,2420,35.79,2,6.65,1.87,0.5971,0,8,CRITICAL
E195-E2,lavatory_sensor,28767,5.34,19.91,50.38,113,2088,37.88,3,3.9,2.46,0.335,0,24,PLAN
A321,galley_chiller,29074,1.8,22.55,53.25,82,615,59.53,3,4.93,3.35,0.0285,0,23,PLAN
A321,ife_display,6152,1.97,20.14,40.84,112,2517,50.44,1,1.9,0.0,0.5113,0,25,PLAN
E195-E2,ife_display,29993,3.75,20.66,41.5,190,1115,69.96,4,5.75,0.0,0.117,1,22,PLAN
A321,lavatory_sensor,25875,1.26,33.23,31.87,164,3380,52.53,1,4.05,3.02,0.7841,0,2,CRITICAL
A320neo,lavatory_sensor,14833,1.06,21.99,27.14,206,2528,35.83,2,3.83,1.51,0.4251,0,19,PLAN
A320neo,cabin_light_driver,19722,1.19,24.11,52.1,204,510,51.39,1,5.09,0.57,0.0187,0,40,OK
A320neo,lavatory_sensor,20201,1.47,23.97,44.66,194,2152,20.8,3,2.98,1.84,0.2709,1,33,PLAN
A320neo,lavatory_sensor,24976,2.87,25.36,45.56,96,531,6.39,4,5.63,1.59,0.0126,0,38,PLAN
A321,cabin_light_driver,25439,4.71,21.09,31.5,118,2982,59.58,1,4.83,1.11,0.4991,0,25,PLAN
B737-800,galley_chiller,5688,2.47,27.99,55.86,78,1261,66.33,0,2.82,3.94,0.224,1,37,OK
B737-800,galley_chiller,2829,2.87,24.77,35.49,83,2036,49.3,2,2.43,1.74,0.4891,0,17,PLAN
A320neo,ife_display,9751,3.66,17.85,29.18,103,2872,40.96,3,1.8,0.45,0.5902,1,9,SOON
B737-800,ife_display,17661,2.29,22.57,31.69,110,3472,23.85,2,4.58,1.62,0.6828,1,11,SOON
A320neo,lavatory_sensor,26747,2.89,22.31,55.28,72,2129,69.0,2,7.35,3.87,0.4801,1,9,SOON
E195-E2,seat_power_unit,21211,2.68,22.13,25.78,192,372,56.87,1,2.65,1.72,0.0068,1,49,OK
A320neo,seat_power_unit,6631,2.47,25.04,29.74,146,1105,53.24,5,6.76,0.91,0.0759,0,28,PLAN
B737-800,lavatory_sensor,23025,2.69,25.54,69.88,165,2537,47.91,0,0.0,3.32,0.5551,1,22,PLAN
A320neo,cabin_light_driver,16002,0.95,25.07,48.35,164,229,39.55,4,6.07,2.66,0.0035,0,31,PLAN
B737-800,galley_chiller,13199,4.98,24.36,29.94,210,1561,27.96,1,2.39,2.77,0.2192,1,39,OK
A321,galley_chiller,24560,5.4,23.34,26.1,91,1366,52.55,2,4.19,0.56,0.1927,1,27,PLAN
B737-800,ife_display,11137,4.87,16.0,19.6,119,1299,38.31,4,5.54,0.93,0.1228,1,29,PLAN
A320neo,ife_display,20246,0.93,26.11,39.07,114,3913,40.37,1,0.76,2.96,0.8817,1,7,SOON
E195-E2,seat_power_unit,7936,4.35,24.95,46.01,149,3872,78.92,3,9.8,2.98,0.8631,1,0,CRITICAL
A321,ife_display,13560,3.54,19.06,54.71,146,3684,47.13,2,3.21,3.66,0.8776,1,0,CRITICAL
B737-800,cabin_light_driver,18530,1.33,24.12,17.17,184,3549,5.0,1,4.84,0.0,0.3287,0,25,PLAN
B737-800,lavatory_sensor,20380,5.19,25.59,23.42,151,3669,38.36,3,7.54,0.15,0.7033,1,0,CRITICAL
E195-E2,cabin_light_driver,28724,4.47,27.68,36.68,103,802,29.97,4,5.93,2.72,0.0383,0,33,PLAN
A320neo,lavatory_sensor,10987,1.57,25.04,68.66,151,1649,45.49,4,3.19,4.94,0.2824,1,26,PLAN
A320neo,cabin_light_driver,28066,5.33,24.29,47.74,209,292,22.36,2,4.48,3.26,0.0045,1,38,OK
A320neo,galley_chiller,25828,1.48,26.79,42.1,153,3280,55.81,2,1.59,2.66,0.9473,1,5,CRITICAL
A320neo,seat_power_unit,12951,2.99,21.77,24.53,155,3563,42.67,1,3.15,1.4,0.6433,0,17,SOON
B737-800,seat_power_unit,6750,1.63,24.65,14.68,95,177,39.44,1,6.77,0.0,0.0009,0,39,OK
E195-E2,cabin_light_driver,10071,1.59,20.52,38.43,71,743,50.69,3,2.31,0.68,0.0375,0,49,OK
E195-E2,lavatory_sensor,21350,5.35,27.44,36.91,100,742,46.62,4,3.92,1.41,0.0499,0,39,OK
A321,galley_chiller,25043,3.53,16.56,35.05,73,3810,45.58,2,8.24,1.08,0.9717,1,0,CRITICAL
B737-800,cabin_light_driver,20066,2.09,26.27,33.82,135,3253,43.96,2,3.99,1.65,0.5183,0,16,PLAN
E195-E2,galley_chiller,23244,4.47,23.07,29.77,197,1180,47.63,3,3.84,1.75,0.1317,1,29,PLAN
E195-E2,ife_display,5667,4.93,26.86,27.25,134,244,54.18,2,5.0,2.25,0.0032,0,38,OK
A320neo,galley_chiller,17050,5.12,19.88,53.28,163,1723,51.92,1,3.51,2.47,0.3693,1,22,PLAN
A321,seat_power_unit,27440,5.19,23.36,28.25,194,2421,68.28,1,0.0,0.8,0.4221,0,32,PLAN
B737-800,galley_chiller,13770,5.07,23.24,34.96,180,241,38.16,1,1.9,0.82,0.0014,0,51,OK
A320neo,galley_chiller,28148,3.84,24.74,37.57,164,1954,52.29,3,9.15,0.04,0.4378,0,6,SOON
A321,ife_display,6291,2.48,18.81,45.77,183,2231,92.03,1,4.34,0.85,0.5637,1,20,SOON
E195-E2,seat_power_unit,30400,5.16,25.54,28.63,110,4023,47.26,1,6.38,2.06,0.7814,0,0,CRITICAL
E195-E2,galley_chiller,24940,1.46,16.0,48.76,130,822,47.96,1,2.5,1.99,0.0517,0,33,OK
E195-E2,ife_display,20459,1.68,20.33,31.62,127,801,25.26,4,5.3,0.0,0.0319,0,34,OK
B737-800,galley_chiller,20212,2.9,16.75,36.22,185,1801,35.16,2,4.6,2.51,0.3327,1,24,PLAN
A320neo,lavatory_sensor,29204,2.2,26.31,56.07,129,1350,46.09,0,2.21,4.99,0.1907,0,39,PLAN
A320neo,lavatory_sensor,13428,3.73,24.6,27.34,205,3774,57.6,3,5.23,2.0,0.8222,1,0,CRITICAL
A321,cabin_light_driver,7451,5.06,24.82,45.93,97,3239,59.68,2,2.29,2.62,0.5874,0,21,PLAN
B737-800,cabin_light_driver,28709,3.16,28.89,49.05,94,1080,53.87,2,6.48,4.21,0.1003,1,31,PLAN
A321,galley_chiller,5697,3.45,21.74,41.41,173,1412,62.47,1,5.19,1.61,0.2391,0,31,PLAN
B737-800,lavatory_sensor,21402,2.85,25.44,36.71,180,2625,30.01,1,3.44,1.99,0.4372,1,17,PLAN
A321,lavatory_sensor,10300,4.15,23.26,61.38,168,3581,56.8,1,3.99,3.52,0.8265,1,5,CRITICAL
B737-800,ife_display,29004,1.36,22.66,37.85,114,876,48.24,3,4.31,2.03,0.0587,0,36,OK
A320neo,lavatory_sensor,30257,1.12,28.23,40.24,71,1256,50.25,2,1.2,3.52,0.1623,0,45,OK
A320neo,seat_power_unit,16178,3.85,31.33,34.3,116,2523,41.48,3,3.07,0.92,0.3974,1,24,PLAN
A320neo,galley_chiller,17837,3.36,21.27,39.66,137,3533,30.85,1,4.03,2.55,0.9187,1,0,CRITICAL
A320neo,cabin_light_driver,15620,2.77,26.33,48.61,129,1228,26.13,2,3.66,3.15,0.0836,1,41,OK
E195-E2,cabin_light_driver,14791,2.44,24.28,34.97,203,1948,53.77,4,6.57,0.08,0.2337,0,21,PLAN
A321,seat_power_unit,29230,1.14,24.32,14.81,195,2813,56.96,1,4.76,0.15,0.4905,0,16,SOON
A320neo,ife_display,10896,4.03,23.99,43.65,182,1778,45.67,2,3.29,2.05,0.2744,0,28,PLAN
B737-800,galley_chiller,29866,2.84,21.67,26.14,73,3173,47.73,1,2.63,0.0,0.8763,1,5,CRITICAL
B737-800,seat_power_unit,21141,2.95,16.0,46.16,88,2140,35.04,3,6.21,1.37,0.2513,1,21,PLAN
A320neo,seat_power_unit,29893,5.01,29.14,37.99,132,3617,57.06,2,4.64,2.31,0.7587,1,3,CRITICAL
A320neo,ife_display,20061,4.29,20.22,48.37,160,2513,49.09,2,3.18,1.22,0.5298,0,15,SOON
A320neo,lavatory_sensor,25892,1.91,22.03,27.57,168,3771,41.42,2,2.24,1.22,0.7447,1,9,SOON
B737-800,ife_display,16617,3.92,22.12,32.11,112,3533,63.59,0,1.98,0.45,0.8504,1,6,SOON
A320neo,galley_chiller,15839,1.51,19.86,34.26,86,1034,59.61,5,7.26,1.23,0.1034,1,23,PLAN
A320neo,lavatory_sensor,10061,1.79,23.96,21.69,117,3685,20.35,1,6.79,0.98,0.6075,0,5,CRITICAL
A320neo,lavatory_sensor,8730,4.19,22.82,50.23,184,581,48.88,2,3.92,1.82,0.0307,0,42,OK
