readiness_score,alert_level,dominant_signal,action_category,scenario_id,regime,baseline
60.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0792-composite-multi-risk,composite_multi_risk,static_delay_gate
88.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0793-low-risk-routine,low_risk_routine,static_delay_gate
76.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0794-maintenance-heavy,maintenance_heavy,static_delay_gate
79.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0795-inventory-heavy,inventory_heavy,static_delay_gate
46.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0796-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
80.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0797-assistance-readiness,assistance_readiness,static_delay_gate
68.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0798-composite-multi-risk,composite_multi_risk,static_delay_gate
90.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0799-low-risk-routine,low_risk_routine,static_delay_gate
72.4,Watch,Delay/Gate,Gate/Turnaround,jatm-0800-maintenance-heavy,maintenance_heavy,static_delay_gate
76.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0801-inventory-heavy,inventory_heavy,static_delay_gate
56.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0802-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
83.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0803-assistance-readiness,assistance_readiness,static_delay_gate
62.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0804-composite-multi-risk,composite_multi_risk,static_delay_gate
86.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0805-low-risk-routine,low_risk_routine,static_delay_gate
70.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0806-maintenance-heavy,maintenance_heavy,static_delay_gate
75.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0807-inventory-heavy,inventory_heavy,static_delay_gate
62.9,Watch,Delay/Gate,Gate/Turnaround,jatm-0808-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
82.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0809-assistance-readiness,assistance_readiness,static_delay_gate
65.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0810-composite-multi-risk,composite_multi_risk,static_delay_gate
91.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0811-low-risk-routine,low_risk_routine,static_delay_gate
71.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0812-maintenance-heavy,maintenance_heavy,static_delay_gate
83.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0813-inventory-heavy,inventory_heavy,static_delay_gate
60.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0814-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
84.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0815-assistance-readiness,assistance_readiness,static_delay_gate
54.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0816-composite-multi-risk,composite_multi_risk,static_delay_gate
91.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0817-low-risk-routine,low_risk_routine,static_delay_gate
76.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0818-maintenance-heavy,maintenance_heavy,static_delay_gate
81.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0819-inventory-heavy,inventory_heavy,static_delay_gate
47.7,Priority,Delay/Gate,Gate/Turnaround,jatm-0820-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
88.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0821-assistance-readiness,assistance_readiness,static_delay_gate
47.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0822-composite-multi-risk,composite_multi_risk,static_delay_gate
90.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0823-low-risk-routine,low_risk_routine,static_delay_gate
71.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0824-maintenance-heavy,maintenance_heavy,static_delay_gate
82.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0825-inventory-heavy,inventory_heavy,static_delay_gate
60.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0826-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
74.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0827-assistance-readiness,assistance_readiness,static_delay_gate
52.5,Priority,Delay/Gate,Gate/Turnaround,jatm-0828-composite-multi-risk,composite_multi_risk,static_delay_gate
90.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0829-low-risk-routine,low_risk_routine,static_delay_gate
73.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0830-maintenance-heavy,maintenance_heavy,static_delay_gate
78.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0831-inventory-heavy,inventory_heavy,static_delay_gate
50.0,Priority,Delay/Gate,Gate/Turnaround,jatm-0832-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
76.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0833-assistance-readiness,assistance_readiness,static_delay_gate
50.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0834-composite-multi-risk,composite_multi_risk,static_delay_gate
91.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0835-low-risk-routine,low_risk_routine,static_delay_gate
75.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0836-maintenance-heavy,maintenance_heavy,static_delay_gate
81.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0837-inventory-heavy,inventory_heavy,static_delay_gate
65.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0838-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
75.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0839-assistance-readiness,assistance_readiness,static_delay_gate
47.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0840-composite-multi-risk,composite_multi_risk,static_delay_gate
90.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0841-low-risk-routine,low_risk_routine,static_delay_gate
80.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0842-maintenance-heavy,maintenance_heavy,static_delay_gate
80.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0843-inventory-heavy,inventory_heavy,static_delay_gate
46.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0844-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
88.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0845-assistance-readiness,assistance_readiness,static_delay_gate
66.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0846-composite-multi-risk,composite_multi_risk,static_delay_gate
91.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0847-low-risk-routine,low_risk_routine,static_delay_gate
76.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0848-maintenance-heavy,maintenance_heavy,static_delay_gate
78.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0849-inventory-heavy,inventory_heavy,static_delay_gate
64.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0850-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0851-assistance-readiness,assistance_readiness,static_delay_gate
58.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0852-composite-multi-risk,composite_multi_risk,static_delay_gate
88.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0853-low-risk-routine,low_risk_routine,static_delay_gate
71.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0854-maintenance-heavy,maintenance_heavy,static_delay_gate
78.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0855-inventory-heavy,inventory_heavy,static_delay_gate
51.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0856-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
85.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0857-assistance-readiness,assistance_readiness,static_delay_gate
60.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0858-composite-multi-risk,composite_multi_risk,static_delay_gate
87.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0859-low-risk-routine,low_risk_routine,static_delay_gate
78.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0860-maintenance-heavy,maintenance_heavy,static_delay_gate
85.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0861-inventory-heavy,inventory_heavy,static_delay_gate
53.7,Priority,Delay/Gate,Gate/Turnaround,jatm-0862-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
76.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0863-assistance-readiness,assistance_readiness,static_delay_gate
53.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0864-composite-multi-risk,composite_multi_risk,static_delay_gate
94.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0865-low-risk-routine,low_risk_routine,static_delay_gate
66.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0866-maintenance-heavy,maintenance_heavy,static_delay_gate
75.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0867-inventory-heavy,inventory_heavy,static_delay_gate
57.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0868-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
83.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0869-assistance-readiness,assistance_readiness,static_delay_gate
51.7,Priority,Delay/Gate,Gate/Turnaround,jatm-0870-composite-multi-risk,composite_multi_risk,static_delay_gate
89.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0871-low-risk-routine,low_risk_routine,static_delay_gate
67.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0872-maintenance-heavy,maintenance_heavy,static_delay_gate
77.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0873-inventory-heavy,inventory_heavy,static_delay_gate
52.3,Priority,Delay/Gate,Gate/Turnaround,jatm-0874-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
82.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0875-assistance-readiness,assistance_readiness,static_delay_gate
61.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0876-composite-multi-risk,composite_multi_risk,static_delay_gate
88.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0877-low-risk-routine,low_risk_routine,static_delay_gate
69.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0878-maintenance-heavy,maintenance_heavy,static_delay_gate
81.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0879-inventory-heavy,inventory_heavy,static_delay_gate
49.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0880-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0881-assistance-readiness,assistance_readiness,static_delay_gate
49.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0882-composite-multi-risk,composite_multi_risk,static_delay_gate
88.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0883-low-risk-routine,low_risk_routine,static_delay_gate
69.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0884-maintenance-heavy,maintenance_heavy,static_delay_gate
83.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0885-inventory-heavy,inventory_heavy,static_delay_gate
52.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0886-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0887-assistance-readiness,assistance_readiness,static_delay_gate
61.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0888-composite-multi-risk,composite_multi_risk,static_delay_gate
92.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0889-low-risk-routine,low_risk_routine,static_delay_gate
72.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0890-maintenance-heavy,maintenance_heavy,static_delay_gate
75.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0891-inventory-heavy,inventory_heavy,static_delay_gate
56.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0892-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
89.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0893-assistance-readiness,assistance_readiness,static_delay_gate
58.9,Watch,Delay/Gate,Gate/Turnaround,jatm-0894-composite-multi-risk,composite_multi_risk,static_delay_gate
91.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0895-low-risk-routine,low_risk_routine,static_delay_gate
71.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0896-maintenance-heavy,maintenance_heavy,static_delay_gate
78.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0897-inventory-heavy,inventory_heavy,static_delay_gate
54.0,Priority,Delay/Gate,Gate/Turnaround,jatm-0898-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
79.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0899-assistance-readiness,assistance_readiness,static_delay_gate
53.1,Priority,Delay/Gate,Gate/Turnaround,jatm-0900-composite-multi-risk,composite_multi_risk,static_delay_gate
91.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0901-low-risk-routine,low_risk_routine,static_delay_gate
71.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0902-maintenance-heavy,maintenance_heavy,static_delay_gate
76.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0903-inventory-heavy,inventory_heavy,static_delay_gate
58.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0904-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
85.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0905-assistance-readiness,assistance_readiness,static_delay_gate
48.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0906-composite-multi-risk,composite_multi_risk,static_delay_gate
92.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0907-low-risk-routine,low_risk_routine,static_delay_gate
76.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0908-maintenance-heavy,maintenance_heavy,static_delay_gate
78.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0909-inventory-heavy,inventory_heavy,static_delay_gate
49.3,Priority,Delay/Gate,Gate/Turnaround,jatm-0910-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
75.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0911-assistance-readiness,assistance_readiness,static_delay_gate
65.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0912-composite-multi-risk,composite_multi_risk,static_delay_gate
90.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0913-low-risk-routine,low_risk_routine,static_delay_gate
70.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0914-maintenance-heavy,maintenance_heavy,static_delay_gate
69.9,Watch,Delay/Gate,Gate/Turnaround,jatm-0915-inventory-heavy,inventory_heavy,static_delay_gate
46.9,Priority,Delay/Gate,Gate/Turnaround,jatm-0916-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
88.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0917-assistance-readiness,assistance_readiness,static_delay_gate
54.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0918-composite-multi-risk,composite_multi_risk,static_delay_gate
94.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0919-low-risk-routine,low_risk_routine,static_delay_gate
78.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0920-maintenance-heavy,maintenance_heavy,static_delay_gate
73.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0921-inventory-heavy,inventory_heavy,static_delay_gate
55.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0922-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
90.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0923-assistance-readiness,assistance_readiness,static_delay_gate
60.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0924-composite-multi-risk,composite_multi_risk,static_delay_gate
85.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0925-low-risk-routine,low_risk_routine,static_delay_gate
74.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0926-maintenance-heavy,maintenance_heavy,static_delay_gate
80.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0927-inventory-heavy,inventory_heavy,static_delay_gate
52.5,Priority,Delay/Gate,Gate/Turnaround,jatm-0928-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0929-assistance-readiness,assistance_readiness,static_delay_gate
55.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0930-composite-multi-risk,composite_multi_risk,static_delay_gate
92.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0931-low-risk-routine,low_risk_routine,static_delay_gate
75.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0932-maintenance-heavy,maintenance_heavy,static_delay_gate
79.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0933-inventory-heavy,inventory_heavy,static_delay_gate
51.9,Priority,Delay/Gate,Gate/Turnaround,jatm-0934-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
86.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0935-assistance-readiness,assistance_readiness,static_delay_gate
48.3,Priority,Delay/Gate,Gate/Turnaround,jatm-0936-composite-multi-risk,composite_multi_risk,static_delay_gate
85.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0937-low-risk-routine,low_risk_routine,static_delay_gate
72.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0938-maintenance-heavy,maintenance_heavy,static_delay_gate
79.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0939-inventory-heavy,inventory_heavy,static_delay_gate
59.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0940-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
89.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0941-assistance-readiness,assistance_readiness,static_delay_gate
70.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0942-composite-multi-risk,composite_multi_risk,static_delay_gate
93.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0943-low-risk-routine,low_risk_routine,static_delay_gate
71.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0944-maintenance-heavy,maintenance_heavy,static_delay_gate
75.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0945-inventory-heavy,inventory_heavy,static_delay_gate
48.1,Priority,Delay/Gate,Gate/Turnaround,jatm-0946-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
78.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0947-assistance-readiness,assistance_readiness,static_delay_gate
67.9,Watch,Delay/Gate,Gate/Turnaround,jatm-0948-composite-multi-risk,composite_multi_risk,static_delay_gate
94.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0949-low-risk-routine,low_risk_routine,static_delay_gate
75.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0950-maintenance-heavy,maintenance_heavy,static_delay_gate
80.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0951-inventory-heavy,inventory_heavy,static_delay_gate
64.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0952-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
77.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0953-assistance-readiness,assistance_readiness,static_delay_gate
51.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0954-composite-multi-risk,composite_multi_risk,static_delay_gate
89.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0955-low-risk-routine,low_risk_routine,static_delay_gate
71.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0956-maintenance-heavy,maintenance_heavy,static_delay_gate
77.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0957-inventory-heavy,inventory_heavy,static_delay_gate
69.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0958-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
75.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0959-assistance-readiness,assistance_readiness,static_delay_gate
60.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0960-composite-multi-risk,composite_multi_risk,static_delay_gate
94.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0961-low-risk-routine,low_risk_routine,static_delay_gate
75.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0962-maintenance-heavy,maintenance_heavy,static_delay_gate
82.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0963-inventory-heavy,inventory_heavy,static_delay_gate
59.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0964-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
84.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0965-assistance-readiness,assistance_readiness,static_delay_gate
53.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0966-composite-multi-risk,composite_multi_risk,static_delay_gate
95.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0967-low-risk-routine,low_risk_routine,static_delay_gate
72.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0968-maintenance-heavy,maintenance_heavy,static_delay_gate
79.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0969-inventory-heavy,inventory_heavy,static_delay_gate
59.4,Watch,Delay/Gate,Gate/Turnaround,jatm-0970-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
82.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0971-assistance-readiness,assistance_readiness,static_delay_gate
68.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0972-composite-multi-risk,composite_multi_risk,static_delay_gate
94.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0973-low-risk-routine,low_risk_routine,static_delay_gate
72.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0974-maintenance-heavy,maintenance_heavy,static_delay_gate
81.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0975-inventory-heavy,inventory_heavy,static_delay_gate
63.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0976-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
89.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0977-assistance-readiness,assistance_readiness,static_delay_gate
